nombre,telefono,web_link,direccion,codigo_postal,latitude,longitude,descripcion,maps_link,place_id,sector,tipo_instalacion,subtipo_instalacion,provincia,municipio,otro1,otro2,id,comarca,area_actividad,otro3
Crossfit ourense,+34 608 06 59 04,http://www.crossfitourense.com/,"Paseo da Praia Fluvial, 8, 32001 Ourense",32001.0,42.353506,-7.8550571,,"https://www.google.com/maps/place/Crossfit+ourense/@42.353505999999996,-7.8550571,14z/data=!4m8!1m2!2m1!1sCrossfit+ourense!3m4!1s0xd2ffea229e1dda9:0x48003c04a18e13f2!8m2!3d42.353505999999996!4d-7.8550571",ChIJqd3hKaL-Lw0R8hOOoQQ8AEg,Centro deportivo,Fitness center,Fitness center,Galicia,,"fitness center, San Simon, Galicia, ES","{""Service options"": {""Online classes"": true, ""On-site services"": true}, ""Accessibility"": {""Wheelchair-accessible car park"": true, ""Wheelchair-accessible entrance"": true}, ""Planning"": {""Appointment required"": true}, ""Children"": {""Good for kids"": true}}",200,Orense,,
Complexo Deportivo de Monterrei,+34 629 57 63 93,http://deporte.xunta.gal/?idMenu=33,"32792 O Pereiro de Aguiar, Province of Ourense",32792.0,42.3195843,-7.8041445,,"https://www.google.com/maps/place/Complexo+Deportivo+de+Monterrei/@42.319584299999995,-7.8041445,14z/data=!4m8!1m2!2m1!1sComplexo+Deportivo+de+Monterrei!3m4!1s0xd2fffc8fdb12aa9:0xf7ad7d4766536c1b!8m2!3d42.319584299999995!4d-7.8041445",ChIJqSqx_cj_Lw0RG2xTZkd9rfc,Fitness center,Fitness center,Fitness center,Galicia,,"fitness center, Monterredondo (Padrenda), Galicia, ES","{""Accessibility"": {""Wheelchair-accessible car park"": true, ""Wheelchair-accessible entrance"": true}, ""Children"": {""Good for kids"": true}}",201,Orense,,
Pura Vida Ourense,+34 633 27 99 32,https://www.puravidaourense.es/,"Rúa Galicia, 18, 32005 Ourense",32005.0,42.329825,-7.863339,,"https://www.google.com/maps/place/Pura+Vida+Ourense/@42.329825,-7.863339,14z/data=!4m8!1m2!2m1!1sPura+Vida+Ourense!3m4!1s0xd2fffe2de8c69a9:0xa31de5b71cd7c085!8m2!3d42.329825!4d-7.863339",ChIJqWmM3uL_Lw0RhcDXHLflHaM,Centro de salud y bienestar,Wellness center,"Wellness center, Personal trainer, Pilates studio, Yoga studio",Galicia,,"fitness center, Monterredondo (Padrenda), Galicia, ES","{""Accessibility"": {""Wheelchair-accessible entrance"": true}}",202,Orense,,
Piscinas municipais de Padrenda,,,"Lugar As Canles, 1, 32226 Padrenda, Ourense",32226.0,42.1393684,-8.1664605,,"https://www.google.com/maps/place/Piscinas+municipais+de+Padrenda/@42.139368399999995,-8.1664605,14z/data=!4m8!1m2!2m1!1sPiscinas+municipais+de+Padrenda!3m4!1s0xd2567a6263325d9:0xbff7ecb5b0c38edf!8m2!3d42.139368399999995!4d-8.1664605",ChIJ2SUzJqZnJQ0R347DsLXs978,attractions,Public swimming pool,Public swimming pool,Galicia,,"fitness center, Monterredondo (Padrenda), Galicia, ES","{""Accessibility"": {""Wheelchair-accessible car park"": true, ""Wheelchair-accessible entrance"": true}, ""Children"": {""Good for kids"": true}}",203,Tierra de Celanova,,
MVT galicia,+34 988 04 97 66,http://www.mvtgalicia.com/,"Rúa do Areal, 8, bajo, 32890 Barbadás, Province of Ourense",32890.0,42.3169274,-7.8821385,,"https://www.google.com/maps/place/MVT+galicia/@42.3169274,-7.8821385,14z/data=!4m8!1m2!2m1!1sMVT+galicia!3m4!1s0xd2ff8d77a976ff3:0x98dedf9744288c90!8m2!3d42.3169274!4d-7.8821385",ChIJ82-Xetf4Lw0RkIwoRJff3pg,Centro deportivo,Fitness center,Fitness center,Galicia,,"fitness center, Monterredondo (Padrenda), Galicia, ES","{""Accessibility"": {""Wheelchair-accessible car park"": true, ""Wheelchair-accessible entrance"": true}, ""Children"": {""Good for kids"": true}}",204,Orense,,
Pavillón Municipal,+34 986 66 63 00,,"36493 Crecente, Pontevedra",36493.0,42.1476867,-8.2245286,,"https://www.google.com/maps/place/Pavill%C3%B3n+Municipal/@42.1476867,-8.2245286,14z/data=!4m8!1m2!2m1!1sPavill%C3%B3n+Municipal!3m4!1s0xd2564288454bfe5:0x6f8a0ab52cbe842b!8m2!3d42.1476867!4d-8.2245286",ChIJ5b9UhChkJQ0RK4S-LLUKim8,Fitness center,Fitness center,Fitness center,Galicia,,"fitness center, Monterredondo (Padrenda), Galicia, ES",{},205,Paradanta,,
Sport Center,+34 988 22 53 02,,"Rúa Benito Vicetto, 8, 32004 Ourense",32004.0,42.3434242,-7.855537,,"https://www.google.com/maps/place/Sport+Center/@42.3434242,-7.855537,14z/data=!4m8!1m2!2m1!1sSport+Center!3m4!1s0xd2ffebed4057cbd:0x3b6b6d1cd6dcabac!8m2!3d42.3434242!4d-7.855537",ChIJvXwF1L7-Lw0RrKvc1hxtazs,Gimnasio,Gym,Gym,Galicia,,"fitness center, Monterredondo (Padrenda), Galicia, ES","{""Accessibility"": {""Wheelchair-accessible car park"": false, ""Wheelchair-accessible entrance"": false}}",206,Orense,,
Campo de fútbol Municipal de Becerreá,,,"Lugar Becerrea, 31, 27640 Becerreá, Lugo",27640.0,42.8557952,-7.1583277,,"https://www.google.com/maps/place/Campo+de+f%C3%BAtbol+Municipal+de+Becerre%C3%A1/@42.855795199999996,-7.1583277,14z/data=!4m8!1m2!2m1!1sCampo+de+f%C3%BAtbol+Municipal+de+Becerre%C3%A1!3m4!1s0xd3057e472c3b709:0xedbd7a9c7e0d7963!8m2!3d42.855795199999996!4d-7.1583277",ChIJCbfDcuRXMA0RY3kNfpx6ve0,Club deportivo,Sports club,Sports club,Galicia,,"sports complex, Ferreiros Balboa (Becerrea), Galicia, ES","{""Accessibility"": {""Wheelchair-accessible entrance"": true}}",207,Ancares,,
Instalacións Deportivas e Piscinas Costa Do Monte (Amoeiro),,,"32170 Costademonte, Province of Ourense",32170.0,42.4085517,-7.9607196,,"https://www.google.com/maps/place/Instalaci%C3%B3ns+Deportivas+e+Piscinas+Costa+Do+Monte+%28Amoeiro%29/@42.4085517,-7.9607196,14z/data=!4m8!1m2!2m1!1sInstalaci%C3%B3ns+Deportivas+e+Piscinas+Costa+Do+Monte+%28Amoeiro%29!3m4!1s0xd2ff198980c6d1d:0xa33d519fd6feee1e!8m2!3d42.4085517!4d-7.9607196",ChIJHW0MmJjxLw0RHu7-1p9RPaM,attractions,Public swimming pool,Public swimming pool,Galicia,,"swimming pool, Paredes (Montederramo), Galicia, ES","{""Accessibility"": {""Wheelchair-accessible entrance"": true}, ""Children"": {""Good for kids"": true}}",208,Orense,,
Piscina Pública de Manzaneda,,,"Rúa do Pendón, 21, 32781 O Poboado, Ourense",32781.0,42.3100413,-7.231972099999999,,"https://www.google.com/maps/place/Piscina+P%C3%BAblica+de+Manzaneda/@42.310041299999995,-7.231972099999999,14z/data=!4m8!1m2!2m1!1sPiscina+P%C3%BAblica+de+Manzaneda!3m4!1s0xd3a828e0f446345:0xf3c6dd08b7372e8b!8m2!3d42.310041299999995!4d-7.231972099999999",ChIJRWNED46COg0Riy43twjdxvM,attractions,Public swimming pool,Public swimming pool,Galicia,,"swimming pool, Paredes (Montederramo), Galicia, ES","{""Accessibility"": {""Wheelchair-accessible car park"": true, ""Wheelchair-accessible entrance"": true}, ""Children"": {""Good for kids"": true}}",209,Tierra de Trives,,
Piscinas Vilar de Barrio,,,"32702 Vilar de Barrio, Province of Ourense",32702.0,42.1564107,-7.612449499999999,,"https://www.google.com/maps/place/Piscinas+Vilar+de+Barrio/@42.156410699999995,-7.612449499999999,14z/data=!4m8!1m2!2m1!1sPiscinas+Vilar+de+Barrio!3m4!1s0xd3aaff5e156f7ad:0x1b595ce4145931c1!8m2!3d42.156410699999995!4d-7.612449499999999",ChIJrfdW4fWvOg0RwTFZFORcWRs,attractions,Public swimming pool,Public swimming pool,Galicia,,"swimming pool, Paredes (Montederramo), Galicia, ES","{""Accessibility"": {""Wheelchair-accessible car park"": true, ""Wheelchair-accessible entrance"": true}, ""Children"": {""Good for kids"": true}}",210,Limia,,
Piscina Pública Maceda,,,"Lugar Maceda, 1, 32703, Ourense",32703.0,42.2732753,-7.644976499999999,,"https://www.google.com/maps/place/Piscina+P%C3%BAblica+Maceda/@42.273275299999995,-7.644976499999999,14z/data=!4m8!1m2!2m1!1sPiscina+P%C3%BAblica+Maceda!3m4!1s0xd3aa848ec7ad299:0x9fec244e831aefe!8m2!3d42.273275299999995!4d-7.644976499999999",ChIJmdJ67EioOg0R_q4x6ETC_gk,attractions,Public swimming pool,Public swimming pool,Galicia,,"swimming pool, Paredes (Montederramo), Galicia, ES","{""Accessibility"": {""Wheelchair-accessible entrance"": true}, ""Children"": {""Good for kids"": true}}",211,Allariz-Maceda,,
Piscina Municipal de Verán,,,"27438 Ferreira de Pantón, Lugo",27438.0,42.5049515,-7.6359255,,"https://www.google.com/maps/place/Piscina+Municipal+de+Ver%C3%A1n/@42.5049515,-7.6359255,14z/data=!4m8!1m2!2m1!1sPiscina+Municipal+de+Ver%C3%A1n!3m4!1s0xd301a43adba612d:0xa5dcbcb4d999065c!8m2!3d42.5049515!4d-7.6359255",ChIJLWG6rUMaMA0RXAaZ2bS83KU,Piscina,Swimming pool,Swimming pool,Galicia,Pantón,"swimming pool, Paredes (Montederramo), Galicia, ES","{""Accessibility"": {""Wheelchair-accessible entrance"": true}}",212,Tierra de Lemos,,
Piscina Maside,,,"32570 Maside, Province of Ourense",32570.0,42.4173139,-8.020777899999999,,"https://www.google.com/maps/place/Piscina+Maside/@42.417313899999996,-8.020777899999999,14z/data=!4m8!1m2!2m1!1sPiscina+Maside!3m4!1s0xd2ff1dccae03b3d:0xa2cb533bf013d967!8m2!3d42.417313899999996!4d-8.020777899999999",ChIJPTvgytzxLw0RZ9kT8DtTy6I,Piscina,Swimming pool,Swimming pool,Galicia,,"swimming pool, Paredes (Montederramo), Galicia, ES","{""Accessibility"": {""Wheelchair-accessible car park"": true, ""Wheelchair-accessible entrance"": true}}",213,O Carballiño,,
"Piscina Climatizada, Circuito Termal y Spa Manzaneda Estación de Montaña",+34 988 30 90 90,http://www.manzaneda.com/,"Cabeza de Manzaneda, 14, 32786 A Pobra de Trives, Province of Ourense",32786.0,42.2731331,-7.2895819,,"https://www.google.com/maps/place/Piscina+Climatizada%2C+Circuito+Termal+y+Spa+Manzaneda+Estaci%C3%B3n+de+Monta%C3%B1a/@42.273133099999995,-7.2895819,14z/data=!4m8!1m2!2m1!1sPiscina+Climatizada%2C+Circuito+Termal+y+Spa+Manzaneda+Estaci%C3%B3n+de+Monta%C3%B1a!3m4!1s0xd3a9ce6f9d660ff:0x4d2b6bda42d80f1e!8m2!3d42.273133099999995!4d-7.2895819",ChIJ_2DW-eacOg0RHg_YQtprK00,Piscina cubierta,Indoor swimming pool,Indoor swimming pool,Galicia,,"swimming pool, Paredes (Montederramo), Galicia, ES","{""Accessibility"": {""Wheelchair-accessible car park"": true, ""Wheelchair-accessible entrance"": true}}",214,Tierra de Trives,,
Piscina municipal Baños de molgas,+34 988 43 00 00,http://turismobanhosdemolgas.gal/,"Lugar Baños de Molgas, 26, 32701, Ourense",32701.0,42.2422775,-7.670071399999999,,"https://www.google.com/maps/place/Piscina+municipal+Ba%C3%B1os+de+molgas/@42.2422775,-7.670071399999999,14z/data=!4m8!1m2!2m1!1sPiscina+municipal+Ba%C3%B1os+de+molgas!3m4!1s0xd3aa9116c28275f:0xa8c98ed907001c78!8m2!3d42.2422775!4d-7.670071399999999",ChIJXycobBGpOg0ReBwAB9mOyag,attractions,Public swimming pool,Public swimming pool,Galicia,,"swimming pool, Paredes (Montederramo), Galicia, ES","{""Accessibility"": {""Wheelchair-accessible car park"": true, ""Wheelchair-accessible entrance"": true}, ""Children"": {""Good for kids"": true}}",215,Allariz-Maceda,,
Piscinas municipales públicas,,,"Rúa Alférez Provisional, 28, 32840 Bande, Ourense",32840.0,42.0337278,-7.9795947,,"https://www.google.com/maps/place/Piscinas+municipales+p%C3%BAblicas/@42.0337278,-7.9795947,14z/data=!4m8!1m2!2m1!1sPiscinas+municipales+p%C3%BAblicas!3m4!1s0xd2547fcc193b8f1:0x7ed186895927ea5e!8m2!3d42.0337278!4d-7.9795947",ChIJ8biTwfxHJQ0RXuonWYmG0X4,Piscina al aire libre,Outdoor swimming pool,Outdoor swimming pool,Galicia,Verea,"swimming pool, Paredes (Montederramo), Galicia, ES","{""Accessibility"": {""Wheelchair-accessible entrance"": true}}",216,Baixa Limia,,
Río de Camba (La Piscina),,,"32621 Laza, Province of Ourense",32621.0,42.1169151,-7.3943806,,"https://www.google.com/maps/place/R%C3%ADo+de+Camba+%28La+Piscina%29/@42.1169151,-7.3943806,14z/data=!4m8!1m2!2m1!1sR%C3%ADo+de+Camba+%28La+Piscina%29!3m4!1s0xd3a9771ff25324d:0x7c6d902dd0b3112f!8m2!3d42.1169151!4d-7.3943806",ChIJTTIl_3GXOg0RLxGz0C2QbXw,Piscina al aire libre,Outdoor swimming pool,Outdoor swimming pool,Galicia,,"swimming pool, Paredes (Montederramo), Galicia, ES","{""Accessibility"": {""Wheelchair-accessible car park"": true, ""Wheelchair-accessible entrance"": true}}",217,Verín,,
Piscinas municipais de Quintela de Leirado,,http://www.quinteladeleirado.es/,"32814 Quintela de Leirado, Province of Ourense",32814.0,42.1275819,-8.088953,,"https://www.google.com/maps/place/Piscinas+municipais+de+Quintela+de+Leirado/@42.127581899999996,-8.088953,14z/data=!4m8!1m2!2m1!1sPiscinas+municipais+de+Quintela+de+Leirado!3m4!1s0xd255cdfe9acc0b5:0x2e4cf870de4f5cb1!8m2!3d42.127581899999996!4d-8.088953",ChIJtcCs6d9cJQ0RsVxP3nD4TC4,Piscina,Swimming pool,Swimming pool,Galicia,,"swimming pool, Paredes (Montederramo), Galicia, ES","{""Accessibility"": {""Wheelchair-accessible car park"": true, ""Wheelchair-accessible entrance"": true}}",218,Tierra de Celanova,,
Poliéster Hermida S.A.,+34 670 69 92 68,http://www.myaquabox.com/,"Calle 7, B1-B2 Pol. A, Camiño Uceira, 32500, Province of Ourense",32500.0,42.4404153,-8.056879799999999,,"https://www.google.com/maps/place/Poli%C3%A9ster+Hermida+S.A./@42.4404153,-8.056879799999999,14z/data=!4m8!1m2!2m1!1sPoli%C3%A9ster+Hermida+S.A.!3m4!1s0xd2fedec66ada973:0x35c99e25eae927f8!8m2!3d42.4404153!4d-8.056879799999999",ChIJc6mtZuztLw0R-Cfp6iWeyTU,Piscina,Swimming basin,Swimming basin,Galicia,,"swimming pool, Paredes (Montederramo), Galicia, ES","{""Accessibility"": {""Wheelchair-accessible car park"": true, ""Wheelchair-accessible entrance"": true}}",219,O Carballiño,,
Piscinas municipales da Pobra de Trives,,,"Camiño Picouto, 24, 32780 A Pobra de Trives, Ourense",32780.0,42.3390447,-7.2476885,,"https://www.google.com/maps/place/Piscinas+municipales+da+Pobra+de+Trives/@42.339044699999995,-7.2476885,14z/data=!4m8!1m2!2m1!1sPiscinas+municipales+da+Pobra+de+Trives!3m4!1s0xd3079a82b2aafa1:0xbf0246f58c68f92a!8m2!3d42.339044699999995!4d-7.2476885",ChIJoa8qK6h5MA0RKvlojPVGAr8,attractions,Public swimming pool,Public swimming pool,Galicia,,"swimming pool, Paredes (Montederramo), Galicia, ES","{""Accessibility"": {""Wheelchair-accessible entrance"": true}, ""Children"": {""Good for kids"": true}}",220,Tierra de Trives,,
Fervenza de Pozo Caído,,,"32892 Lobios, Province of Ourense",32892.0,41.9515601,-8.0895665,,"https://www.google.com/maps/place/Fervenza+de+Pozo+Ca%C3%ADdo/@41.951560099999995,-8.0895665,14z/data=!4m8!1m2!2m1!1sFervenza+de+Pozo+Ca%C3%ADdo!3m4!1s0xd254144fc1b0833:0x213e0827384326c8!8m2!3d41.951560099999995!4d-8.0895665",ChIJMwgb_ERBJQ0RyCZDOCcIPiE,Piscina al aire libre,Outdoor swimming pool,Outdoor swimming pool,Galicia,Entrimo,"swimming pool, Paredes (Montederramo), Galicia, ES","{""Accessibility"": {""Wheelchair-accessible car park"": false, ""Wheelchair-accessible entrance"": false}}",221,Baixa Limia,,
A Poza de Oira,,,"Baixada Praia Oira, 23A, 32001 Ourense",32001.0,42.354804,-7.852015,,"https://www.google.com/maps/place/A+Poza+de+Oira/@42.354804,-7.852015,14z/data=!4m8!1m2!2m1!1sA+Poza+de+Oira!3m4!1s0xd2fffc34fd0d83d:0xc7ea4f71261b514b!8m2!3d42.354804!4d-7.852015",ChIJPdjQT8P_Lw0RS1EbJnFP6sc,Piscina al aire libre,Outdoor swimming pool,Outdoor swimming pool,Galicia,,"swimming pool, Paredes (Montederramo), Galicia, ES",{},222,Orense,,
Caldas de Muiño da Veiga,+34 988 36 60 64,http://turismodeourense.gal/,"Tr.ª da Vía Vella, S/N, 32001 Ourense, Province of Ourense",32001.0,42.3515398,-7.9103603,"Riverside hot-springs attraction with 5 pools & a cold bath, surrounded by a lush nature area.","https://www.google.com/maps/place/Caldas+de+Mui%C3%B1o+da+Veiga/@42.3515398,-7.9103603,14z/data=!4m8!1m2!2m1!1sCaldas+de+Mui%C3%B1o+da+Veiga!3m4!1s0xd2ff97eaaeef8e1:0x4a05ebb736777ca1!8m2!3d42.3515398!4d-7.9103603",ChIJ4fjuqn75Lw0RoXx3NrfrBUo,attractions,Swimming pool,"Swimming pool, Garden, Public swimming pool, Tourist attraction, Thermal baths",Galicia,,"swimming pool, Paredes (Montederramo), Galicia, ES","{""Accessibility"": {""Wheelchair-accessible entrance"": true}, ""Children"": {""Good for kids"": true}}",223,Orense,,
Piscina exterior Xinzo de Limia,,http://www.xinzodelimia.gal/,"32630, Province of Ourense",32630.0,42.0589068,-7.7290069,,"https://www.google.com/maps/place/Piscina+exterior+Xinzo+de+Limia/@42.058906799999995,-7.7290069,14z/data=!4m8!1m2!2m1!1sPiscina+exterior+Xinzo+de+Limia!3m4!1s0xd3ab388c40af993:0x9e5cc625bb7378ef!8m2!3d42.058906799999995!4d-7.7290069",ChIJk_kKxIizOg0R73hzuyXGXJ4,Piscina al aire libre,Outdoor swimming pool,Outdoor swimming pool,Galicia,,"swimming pool, Paredes (Montederramo), Galicia, ES","{""Accessibility"": {""Wheelchair-accessible car park"": true, ""Wheelchair-accessible entrance"": true}}",224,Limia,,
Piscinas municipais,+34 988 28 20 00,,"32130 Cea, Province of Ourense",32130.0,42.4772853,-7.9832401,,"https://www.google.com/maps/place/Piscinas+municipais/@42.4772853,-7.9832401,14z/data=!4m8!1m2!2m1!1sPiscinas+municipais!3m4!1s0xd2fef96e626c511:0xbfd425cd27b1a9b5!8m2!3d42.4772853!4d-7.9832401",ChIJEcUm5pbvLw0RtamxJ80l1L8,attractions,Public swimming pool,Public swimming pool,Galicia,,"swimming pool, Paredes (Montederramo), Galicia, ES","{""Accessibility"": {""Wheelchair-accessible entrance"": true}, ""Children"": {""Good for kids"": true}}",225,O Carballiño,,
Piscinas Municipais de Esgos,+34 988 29 00 00,,"32720 Esgos, Province of Ourense",32720.0,42.3289886,-7.6971617,,"https://www.google.com/maps/place/Piscinas+Municipais+de+Esgos/@42.328988599999995,-7.6971617,14z/data=!4m8!1m2!2m1!1sPiscinas+Municipais+de+Esgos!3m4!1s0xd30072b239d5df3:0xdbb88d08b297c9d7!8m2!3d42.328988599999995!4d-7.6971617",ChIJ812dIysHMA0R18mXsgiNuNs,attractions,Public swimming pool,Public swimming pool,Galicia,,"swimming pool, Paredes (Montederramo), Galicia, ES","{""Children"": {""Good for kids"": true}}",226,Orense,,
Piscina Municipal de Mugueimes (Muiños),,,"Lugar Mugueimes, 28, 32880, Ourense",32880.0,41.96239,-7.982939999999999,,"https://www.google.com/maps/place/Piscina+Municipal+de+Mugueimes+%28Mui%C3%B1os%29/@41.96239,-7.982939999999999,14z/data=!4m8!1m2!2m1!1sPiscina+Municipal+de+Mugueimes+%28Mui%C3%B1os%29!3m4!1s0xd25478b227ddd97:0xdfde31d9f30ade59!8m2!3d41.96239!4d-7.982939999999999",ChIJl919IotHJQ0RWd4K89kx3t8,attractions,Public swimming pool,Public swimming pool,Galicia,,"swimming pool, Paredes (Montederramo), Galicia, ES","{""Accessibility"": {""Wheelchair-accessible car park"": true, ""Wheelchair-accessible entrance"": true}, ""Children"": {""Good for kids"": true}}",227,Baixa Limia,,
Piscinas Públicas Oira,,,"Baixada Praia Oira, 23, 32001 Ourense",32001.0,42.3552386,-7.852241999999999,,"https://www.google.com/maps/place/Piscinas+P%C3%BAblicas+Oira/@42.3552386,-7.8522419999999995,14z/data=!4m8!1m2!2m1!1sPiscinas+P%C3%BAblicas+Oira!3m4!1s0xd2fff7de3a18015:0x6c84ea5ae6a6f807!8m2!3d42.3552386!4d-7.8522419999999995",ChIJFYCh433_Lw0RB_im5lrqhGw,attractions,Public swimming pool,Public swimming pool,Galicia,,"swimming pool, Paredes (Montederramo), Galicia, ES","{""Accessibility"": {""Wheelchair-accessible car park"": true, ""Wheelchair-accessible entrance"": true}, ""Children"": {""Good for kids"": true}}",228,Orense,,
Piscina Municipal,+34 982 40 26 46,,"Rúa Sober, 6, 27400 Monforte de Lemos, Lugo",27400.0,42.5133934,-7.523924999999999,,"https://www.google.com/maps/place/Piscina+Municipal/@42.5133934,-7.523924999999999,14z/data=!4m8!1m2!2m1!1sPiscina+Municipal!3m4!1s0xd3013d895764bb9:0x2380029fd836aeb4!8m2!3d42.5133934!4d-7.523924999999999",ChIJuUt2ldgTMA0RtK422J8CgCM,Piscinas,Swimming facility,"Swimming facility, Gymnastics center",Galicia,,"swimming pool, Paredes (Montederramo), Galicia, ES","{""Accessibility"": {""Wheelchair-accessible car park"": true, ""Wheelchair-accessible entrance"": true, ""Wheelchair-accessible seating"": true, ""Wheelchair-accessible toilet"": true}}",229,Tierra de Lemos,,
Piscina pública de Sober,+34 982 46 00 01,,"Avenida Outeiro, 18, 27460 Sober, Lugo",27460.0,42.4577115,-7.5917239,,"https://www.google.com/maps/place/Piscina+p%C3%BAblica+de+Sober/@42.457711499999995,-7.5917239,14z/data=!4m8!1m2!2m1!1sPiscina+p%C3%BAblica+de+Sober!3m4!1s0xd30101fb8d6ac0f:0xf62f6cfca1db6ea6!8m2!3d42.457711499999995!4d-7.5917239",ChIJD6zWuB8QMA0Rpm7bofxsL_Y,attractions,Public swimming pool,Public swimming pool,Galicia,,"swimming pool, Paredes (Montederramo), Galicia, ES","{""Accessibility"": {""Wheelchair-accessible car park"": true, ""Wheelchair-accessible entrance"": true}, ""Children"": {""Good for kids"": true}}",230,Tierra de Lemos,,
Piscina Climatizada Xinzo de Limia,+34 988 55 05 07,http://www.xinzodelimia.es/articulo/piscina-climatizada/piscina-climatizada/20160531121539000908.html,"Rúa Dous de Maio, 72, 32630 Xinzo de Limia, Ourense",32630.0,42.05722,-7.729757999999999,,"https://www.google.com/maps/place/Piscina+Climatizada+Xinzo+de+Limia/@42.05722,-7.7297579999999995,14z/data=!4m8!1m2!2m1!1sPiscina+Climatizada+Xinzo+de+Limia!3m4!1s0xd3ab388618ef6af:0xc74d9dd281f74274!8m2!3d42.05722!4d-7.7297579999999995",ChIJr_aOYYizOg0RdEL3gdKdTcc,Swimming pool,Swimming pool,Swimming pool,Galicia,,"swimming pool, Paredes (Montederramo), Galicia, ES","{""Accessibility"": {""Wheelchair-accessible car park"": true, ""Wheelchair-accessible entrance"": true}}",231,Limia,,
Piscina Municipal de Vilamarín,,,"32101 Vilamarín, Province of Ourense",32101.0,42.4684568,-7.8813698,,"https://www.google.com/maps/place/Piscina+Municipal+de+Vilamar%C3%ADn/@42.4684568,-7.8813698,14z/data=!4m8!1m2!2m1!1sPiscina+Municipal+de+Vilamar%C3%ADn!3m4!1s0xd2fe5850e4b883b:0xabe4c7c96e988bfa!8m2!3d42.4684568!4d-7.8813698",ChIJO4hLDoXlLw0R-ouYbsnH5Ks,attractions,Public swimming pool,Public swimming pool,Galicia,,"swimming pool, Paredes (Montederramo), Galicia, ES","{""Accessibility"": {""Wheelchair-accessible entrance"": true}, ""Children"": {""Good for kids"": true}}",232,Orense,,
Piscinas worldpool,+34 604 07 18 55,,"Rúa Martínez Sueiro, 2, 32002 Ourense",32002.0,42.3288422,-7.8716335,,"https://www.google.com/maps/place/Piscinas+worldpool/@42.3288422,-7.8716335,14z/data=!4m8!1m2!2m1!1sPiscinas+worldpool!3m4!1s0xd2fff44152ad691:0xfec20c9f278a3358!8m2!3d42.3288422!4d-7.8716335",ChIJkdYqFUT_Lw0RWDOKJ58Mwv4,Piscinas,Swimming facility,Swimming facility,Galicia,,"swimming pool, Paredes (Montederramo), Galicia, ES","{""Accessibility"": {""Wheelchair-accessible entrance"": true}, ""Crowd"": {""LGBTQ+ friendly"": true, ""Transgender safe space"": true}, ""Other"": {""LGBTQ+ friendly"": true}}",233,Orense,,
Agenor Quintas,+34 988 10 16 09,https://www.agenorquintas.es/,"Av. Portugal, 62, 32002 Ourense, Province of Ourense",32002.0,42.3358068,-7.8705516,,"https://www.google.com/maps/place/Agenor+Quintas/@42.3358068,-7.8705516,14z/data=!4m8!1m2!2m1!1sAgenor+Quintas!3m4!1s0xd2ffecb24fa33eb:0x74875163fdd9f045!8m2!3d42.3358068!4d-7.8705516",ChIJ6zP6JMv-Lw0RRfDZ_WNRh3Q,Piscina,Swimming pool,Swimming pool,Galicia,,"swimming pool, Paredes (Montederramo), Galicia, ES","{""Accessibility"": {""Wheelchair-accessible entrance"": true}}",234,Orense,,
Pozas de Xan de Arteiro,+34 988 20 10 23,http://turismo.ribeirasacra.org/,"27438, Lugo",27438.0,42.5240611,-7.6055857,,"https://www.google.com/maps/place/Pozas+de+Xan+de+Arteiro/@42.5240611,-7.6055857,14z/data=!4m8!1m2!2m1!1sPozas+de+Xan+de+Arteiro!3m4!1s0xd30114747b8b0d9:0x607e45d4d5a49b50!8m2!3d42.5240611!4d-7.6055857",ChIJ2bC4R0cRMA0RUJuk1dRFfmA,Piscina,Swimming pool,Swimming pool,Galicia,Pantón,"swimming pool, Paredes (Montederramo), Galicia, ES",{},235,Tierra de Lemos,,
Piscinas Rodriguez | Venta e Instalación piscinas prefabricadas en Ourense,+34 638 71 52 80,http://piscinasrodriguez.net/,"Estrada de Curras, 17, 32910 Rante, Ourense",32910.0,42.2697821,-7.8592656,,"https://www.google.com/maps/place/Piscinas+Rodriguez+%7C+Venta+e+Instalaci%C3%B3n+piscinas+prefabricadas+en+Ourense/@42.2697821,-7.8592656,14z/data=!4m8!1m2!2m1!1sPiscinas+Rodriguez+%7C+Venta+e+Instalaci%C3%B3n+piscinas+prefabricadas+en+Ourense!3m4!1s0xd25550c96413923:0xbdca8143c297f7fd!8m2!3d42.2697821!4d-7.8592656",ChIJIzlBlgxVJQ0R_feXwkOByr0,Contratista de piscinas,Swimming pool contractor,Swimming pool contractor,Galicia,,"swimming pool, Paredes (Montederramo), Galicia, ES",{},236,Orense,,
Piscina Municipal de Luíntra,,,"Camiño Grupo Escolar, 33, 32160 Luintra, Ourense",32160.0,42.4095949,-7.721668999999999,,"https://www.google.com/maps/place/Piscina+Municipal+de+Lu%C3%ADntra/@42.409594899999995,-7.7216689999999994,14z/data=!4m8!1m2!2m1!1sPiscina+Municipal+de+Lu%C3%ADntra!3m4!1s0xd30030a94a052ad:0x24511b6b3fd3681d!8m2!3d42.409594899999995!4d-7.7216689999999994",ChIJrVKglAoDMA0RHWjTP2sbUSQ,attractions,Outdoor swimming pool,"Outdoor swimming pool, Public swimming pool",Galicia,Nogueira de Ramuín,"swimming pool, Paredes (Montederramo), Galicia, ES","{""Accessibility"": {""Wheelchair-accessible car park"": true, ""Wheelchair-accessible entrance"": true}}",237,Orense,,
