id,nombre,municipio,comarca,provincia,direccion,codigo_postal,sector,tipo_instalacion,subtipo_instalacion,area_actividad,telefono,web_link,latitude,longitude,descripcion,maps_link,place_id,otro1,otro2,otro3
1344,Aventura en el Camino (Escape Room),Portomarín,Lugo,Lugo,"antiguo mercado, Rúa da Deputación, 2, 27170 Portomarín, Lugo",27170.0,Centro de ocio,Amusement center,Amusement center,nan,+34 690 19 09 16,https://aventuraenelcamino.com/,42.8080444,-7.616122199999999,nan,"https://www.google.com/maps/place/Aventura+en+el+Camino+%28Escape+Room%29/@42.8080444,-7.6161221999999995,14z/data=!4m8!1m2!2m1!1sAventura+en+el+Camino+%28Escape+Room%29!3m4!1s0xd302fbd190049b1:0xb579b331f4ac7fe1!8m2!3d42.8080444!4d-7.6161221999999995",ChIJsUkAGb0vMA0R4X-s9DGzebU,"swimming pool, San Mamede Do Rio (Portomarin), Galicia, ES","{""Amenities"": {""Toilets"": true, ""Restaurant"": false}}",nan
1345,Portomiño,Portomarín,Lugo,Lugo,"Rúa Sánchez Carro, 23, 27170 Portomarín, Lugo",27170.0,restaurants,Restaurant,"Restaurant, Cafeteria, Guest house",nan,+34 652 98 52 73,http://www.portomino.com/,42.8095721,-7.6158562,nan,"https://www.google.com/maps/place/Portomi%C3%B1o/@42.8095721,-7.6158562,14z/data=!4m8!1m2!2m1!1sPortomi%C3%B1o!3m4!1s0xd302e2b8e572a55:0x544a98df2fffa07!8m2!3d42.8095721!4d-7.6158562",ChIJVSpXjisuMA0RB_r_8o2pRAU,"swimming pool, San Mamede Do Rio (Portomarin), Galicia, ES","{""Service options"": {""Outdoor seating"": true, ""Takeaway"": true, ""Dine-in"": true, ""Delivery"": false}, ""Accessibility"": {""Wheelchair-accessible entrance"": true, ""Wheelchair-accessible toilet"": true}, ""Offerings"": {""Alcohol"": true, ""Beer"": true, ""Coffee"": true, ""Salad bar"": true, ""Small plates"": true, ""Spirits"": true, ""Wine"": true}, ""Dining options"": {""Breakfast"": true, ""Brunch"": true, ""Lunch"": true, ""Dinner"": true, ""Dessert"": true, ""Seating"": true}, ""Atmosphere"": {""Casual"": true, ""Cosy"": true}, ""Crowd"": {""Family friendly"": true, ""Groups"": true}, ""Planning"": {""Accepts reservations"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}, ""Children"": {""Good for kids"": true, ""High chairs"": true}, ""Other"": {""Free parking"": true, ""Free Wi-Fi"": true, ""Air-conditioned"": true, ""Breakfast"": true, ""Star rating"": ""1 stars"", ""Check-in time"": ""14:00""}, ""Amenities"": {""Free Wi-Fi"": true}}",nan
1346,Campo de fútbol penedo redondo,Salceda de Caselas,Vigo,Pontevedra,"3CV6+CQ, 36472 A Revolta, Pontevedra",36472.0,Campo de fútbol,Soccer field,Soccer field,nan,nan,nan,42.0940322,-8.587906799999999,nan,"https://www.google.com/maps/place/Campo+de+f%C3%BAtbol+penedo+redondo/@42.0940322,-8.587906799999999,14z/data=!4m8!1m2!2m1!1sCampo+de+f%C3%BAtbol+penedo+redondo!3m4!1s0xd2585e6b414f9a9:0x3e56cd279e551659!8m2!3d42.0940322!4d-8.587906799999999",ChIJqfkUtOaFJQ0RWRZVnifNVj4,"sports complex, Campo Redondo, Galicia, ES","{""Accessibility"": {""Wheelchair-accessible entrance"": true}}",nan
1347,Área Deportiva Chao Redondo,Vedra,Santiago,A Coruña,"Lugar Paradela, 75, 15885 Vedra, A Coruña",15885.0,Campo de fútbol,Soccer field,Soccer field,nan,nan,nan,42.8234414,-8.517349,nan,"https://www.google.com/maps/place/%C3%81rea+Deportiva+Chao+Redondo/@42.8234414,-8.517349,14z/data=!4m8!1m2!2m1!1s%C3%81rea+Deportiva+Chao+Redondo!3m4!1s0xd2f013b4fc68ec5:0xb60f529fe5e1bc91!8m2!3d42.8234414!4d-8.517349",ChIJxY7GTzsBLw0Rkbzh5Z9SD7Y,"sports complex, Campo Redondo, Galicia, ES","{""Accessibility"": {""Wheelchair-accessible entrance"": true}}",nan
1348,Campo de Fútbol O Redondo,Oleiros,La Coruña,A Coruña,"15179 a, Rúa Helios, 26, 15179 Oleiros, A Coruña",15179.0,Campo de fútbol,Soccer field,Soccer field,nan,+34 685 98 54 38,https://www.unioncampestrefc.com/campo-de-futbol-o-redondo/,43.3289489,-8.3615102,nan,"https://www.google.com/maps/place/Campo+de+F%C3%BAtbol+O+Redondo/@43.3289489,-8.3615102,14z/data=!4m8!1m2!2m1!1sCampo+de+F%C3%BAtbol+O+Redondo!3m4!1s0xd2e64d253c013e3:0xe691db706b692db7!8m2!3d43.3289489!4d-8.3615102",ChIJ4xPAU9JkLg0Rty1pa3DbkeY,"sports complex, Campo Redondo, Galicia, ES",{},nan
1349,Body Fitness,Cangas,Morrazo,Pontevedra,"Av. de Vigo, 136, 36949 Cangas, Pontevedra",36949.0,Gimnasio,Gym,Gym,nan,+34 986 17 87 00,nan,42.2590055,-8.7879158,nan,"https://www.google.com/maps/place/Body+Fitness/@42.2590055,-8.7879158,14z/data=!4m8!1m2!2m1!1sBody+Fitness!3m4!1s0xd2f6103ebdccae5:0x3e5dbec02c2dbacd!8m2!3d42.2590055!4d-8.7879158",ChIJ5crc6wNhLw0RzbotLMC-XT4,"fitness center, San Cibran (Aldan - Cangas), Galicia, ES","{""Accessibility"": {""Wheelchair-accessible car park"": true, ""Wheelchair-accessible entrance"": true}}",nan
1350,Di Som Cangas,Cangas,Morrazo,Pontevedra,"Rúa San Xosé, 28, 36940 Cangas, Pontevedra",36940.0,Gimnasio,Gym,Gym,nan,+34 986 30 31 23,https://www.facebook.com/Gimnasio-DI-SOM-Cangas-124307320942509/,42.2646297,-8.783832,nan,"https://www.google.com/maps/place/Di+Som+Cangas/@42.2646297,-8.783832,14z/data=!4m8!1m2!2m1!1sDi+Som+Cangas!3m4!1s0xd2f611b02a6aa3b:0xf05b7724c0bd7e55!8m2!3d42.2646297!4d-8.783832",ChIJO6qmAhthLw0RVX69wCR3W_A,"fitness center, San Cibran (Aldan - Cangas), Galicia, ES","{""Accessibility"": {""Wheelchair-accessible car park"": false, ""Wheelchair-accessible entrance"": false}}",nan
1351,Mi Zona Fitness Cangas,Cangas,Morrazo,Pontevedra,"Av. de Marín, 20, 36940 Cangas, Pontevedra",36940.0,Gimnasio,Gymnastics center,Gymnastics center,nan,+34 986 09 19 15,http://mizonafitness.com/,42.2657548,-8.7792959,nan,"https://www.google.com/maps/place/Mi+Zona+Fitness+Cangas/@42.265754799999996,-8.7792959,14z/data=!4m8!1m2!2m1!1sMi+Zona+Fitness+Cangas!3m4!1s0xd2f61547e24364f:0xd0beb76f6e994bfa!8m2!3d42.265754799999996!4d-8.7792959",ChIJTzYkflRhLw0R-kuZbm-3vtA,"fitness center, San Cibran (Aldan - Cangas), Galicia, ES","{""Accessibility"": {""Wheelchair-accessible car park"": true, ""Wheelchair-accessible entrance"": true, ""Wheelchair-accessible seating"": true, ""Wheelchair-accessible toilet"": true}, ""Amenities"": {""Toilets"": true}}",nan
1352,Zero,Cangas,Morrazo,Pontevedra,"Rúa Fomento, 38, 36949 Cangas, Pontevedra",36949.0,Gimnasio,Gymnastics center,"Gymnastics center, Personal trainer",nan,+34 647 05 47 93,https://zerofit.es/,42.2602289,-8.786028199999999,nan,"https://www.google.com/maps/place/Zero/@42.2602289,-8.786028199999999,14z/data=!4m8!1m2!2m1!1sZero!3m4!1s0xd2f6141c1aee575:0x25231a2a883b33a6!8m2!3d42.2602289!4d-8.786028199999999",ChIJdeWuwUFhLw0RpjM7iCoaIyU,"fitness center, San Cibran (Aldan - Cangas), Galicia, ES","{""Accessibility"": {""Wheelchair-accessible entrance"": true}}",nan
1353,CALIFORNIA GYM,Cangas,Morrazo,Pontevedra,"Rúa Ferrol, 9, 36940 Cangas, Pontevedra",36940.0,Gymnastics center,Gymnastics center,Gymnastics center,nan,+34 606 17 55 48,nan,42.2658803,-8.7799259,nan,"https://www.google.com/maps/place/CALIFORNIA+GYM/@42.2658803,-8.7799259,14z/data=!4m8!1m2!2m1!1sCALIFORNIA+GYM!3m4!1s0xd2f611060ece4fd:0x489b2e03a61d8bf0!8m2!3d42.2658803!4d-8.7799259",ChIJ_eTsYBBhLw0R8IsdpgMum0g,"fitness center, San Cibran (Aldan - Cangas), Galicia, ES","{""Children"": {""Good for kids"": true}}",nan
1354,CROSSTRAINING MORRAZO,Cangas,Morrazo,Pontevedra,"Av. de Bueu, 1, PUERTO DE, 36940 Cangas, Pontevedra",36940.0,Polideportivo,Sports complex,Sports complex,nan,+34 644 36 44 41,http://www.crosstrainingmorrazo.com/,42.258884,-8.7861121,nan,"https://www.google.com/maps/place/CROSSTRAINING+MORRAZO/@42.258883999999995,-8.7861121,14z/data=!4m8!1m2!2m1!1sCROSSTRAINING+MORRAZO!3m4!1s0xd2f610411dbc44b:0xd10a38a7f6be1802!8m2!3d42.258883999999995!4d-8.7861121",ChIJS8TbEQRhLw0RAhi-9qc4CtE,"fitness center, San Cibran (Aldan - Cangas), Galicia, ES","{""From the business"": {""Identifies as women-owned"": true}, ""Accessibility"": {""Wheelchair-accessible entrance"": true}, ""Crowd"": {""LGBTQ+ friendly"": true, ""Transgender safe space"": true}, ""Other"": {""LGBTQ+ friendly"": true, ""Identifies as women-owned"": true}}",nan
1355,Urban Studio By Seil,Cangas,Morrazo,Pontevedra,"Av. de Vigo, 46, 36940 Cangas, Pontevedra",36940.0,Gimnasio,Gym,Gym,nan,+34 610 24 07 34,nan,42.2644856,-8.7876466,nan,"https://www.google.com/maps/place/Urban+Studio+By+Seil/@42.2644856,-8.7876466,14z/data=!4m8!1m2!2m1!1sUrban+Studio+By+Seil!3m4!1s0xd2f611c96940953:0x5e04c1b77c00c235!8m2!3d42.2644856!4d-8.7876466",ChIJUwmUlhxhLw0RNcIAfLfBBF4,"fitness center, San Cibran (Aldan - Cangas), Galicia, ES","{""Service options"": {""Outdoor services"": true, ""On-site services"": true}, ""Accessibility"": {""Wheelchair-accessible car park"": true, ""Wheelchair-accessible entrance"": true}, ""Amenities"": {""Swimming pool"": true}, ""Crowd"": {""LGBTQ+ friendly"": true}, ""Planning"": {""Appointment required"": true}, ""Other"": {""LGBTQ+ friendly"": true}}",nan
1356,Essencia Estudio,Cangas,Morrazo,Pontevedra,"Av. de Vigo, 103, 36940 Cangas, Pontevedra",36940.0,Centro de pilates,Pilates studio,Pilates studio,nan,+34 600 79 75 12,https://essencia-estudio.com/,42.2583512,-8.7875777,nan,"https://www.google.com/maps/place/Essencia+Estudio/@42.2583512,-8.7875777,14z/data=!4m8!1m2!2m1!1sEssencia+Estudio!3m4!1s0xd2f612ee89919ff:0x1ab12e3e0dab81e9!8m2!3d42.2583512!4d-8.7875777",ChIJ_xmZ6C5hLw0R6YGrDT4usRo,"fitness center, San Cibran (Aldan - Cangas), Galicia, ES","{""Service options"": {""Online classes"": true, ""On-site services"": true}, ""Accessibility"": {""Wheelchair-accessible toilet"": true}, ""Amenities"": {""Toilets"": true}, ""Crowd"": {""LGBTQ+ friendly"": true, ""Transgender safe space"": true}, ""Other"": {""LGBTQ+ friendly"": true}}",nan
1357,Crossfit La Bodega,Moaña,Morrazo,Pontevedra,"Lugar Barrio A, 36958 Moaña, Pontevedra",36958.0,Centro deportivo,Fitness center,Fitness center,nan,+34 638 11 63 48,https://www.instagram.com/crossfitlabodega/,42.2734564,-8.7506492,nan,"https://www.google.com/maps/place/Crossfit+La+Bodega/@42.2734564,-8.7506492,14z/data=!4m8!1m2!2m1!1sCrossfit+La+Bodega!3m4!1s0xd2f6197c73e88c5:0x664c4d887bc75a41!8m2!3d42.2734564!4d-8.7506492",ChIJxYg-x5dhLw0RQVrHe4hNTGY,"fitness center, San Cibran (Aldan - Cangas), Galicia, ES","{""Service options"": {""On-site services"": true}, ""Accessibility"": {""Wheelchair-accessible car park"": true, ""Wheelchair-accessible entrance"": true, ""Wheelchair-accessible toilet"": true}, ""Amenities"": {""Toilets"": true}, ""Crowd"": {""LGBTQ+ friendly"": true, ""Transgender safe space"": true}, ""Planning"": {""Membership required"": true}, ""Children"": {""Good for kids"": true}, ""Other"": {""LGBTQ+ friendly"": true}}",nan
1358,SaúdeSport Cangas,Cangas,Morrazo,Pontevedra,"Av. de Lugo, 49, 36940 Cangas, Pontevedra",36940.0,Clínica de fisioterapia,Physical therapy clinic,"Physical therapy clinic, Addiction treatment center, Doctor, Gymnastics center, Nutritionist, Osteopath, Personal trainer, Pilates studio, Podiatrist",nan,+34 662 54 19 24,https://www.saudesport.com/,42.2679007,-8.7817881,nan,"https://www.google.com/maps/place/Sa%C3%BAdeSport+Cangas/@42.2679007,-8.7817881,14z/data=!4m8!1m2!2m1!1sSa%C3%BAdeSport+Cangas!3m4!1s0xd2f611c966000bd:0xb9a54b5eb5639d5c!8m2!3d42.2679007!4d-8.7817881",ChIJvQBglhxhLw0RXJ1jtV5Lpbk,"fitness center, San Cibran (Aldan - Cangas), Galicia, ES","{""Accessibility"": {""Wheelchair-accessible entrance"": true, ""Wheelchair-accessible toilet"": true}, ""Amenities"": {""Toilets"": true}, ""Planning"": {""Accepts new patients"": true}}",nan
1359,Escola de Boxeo Arkham,Cangas,Morrazo,Pontevedra,"Rúa Arrecife, 2, 36940 Cangas, Pontevedra",36940.0,Escuela de boxeo,Boxing gym,Boxing gym,nan,+34 644 03 75 75,https://www.instagram.com/escolaboxeoarkham?igsh=MXB6YTg0MW5lYTJ5Mg==,42.2579519,-8.7867293,nan,"https://www.google.com/maps/place/Escola+de+Boxeo+Arkham/@42.257951899999995,-8.7867293,14z/data=!4m8!1m2!2m1!1sEscola+de+Boxeo+Arkham!3m4!1s0xd2f6124db266e57:0x80e9d9f757c3e780!8m2!3d42.257951899999995!4d-8.7867293",ChIJV24m2yRhLw0RgOfDV_fZ6YA,"fitness center, San Cibran (Aldan - Cangas), Galicia, ES","{""Crowd"": {""LGBTQ+ friendly"": true, ""Transgender safe space"": true}, ""Children"": {""Good for kids"": true}, ""Other"": {""LGBTQ+ friendly"": true}}",nan
1360,Atenea Estudio de Pilates,Cangas,Morrazo,Pontevedra,"Rúa Canabés de Abaixo, 3, 36940 Cangas, Pontevedra",36940.0,Centro de pilates,Pilates studio,Pilates studio,nan,+34 603 50 50 57,http://ateneapilates.es/,42.2649764,-8.777918999999999,nan,"https://www.google.com/maps/place/Atenea+Estudio+de+Pilates/@42.264976399999995,-8.777918999999999,14z/data=!4m8!1m2!2m1!1sAtenea+Estudio+de+Pilates!3m4!1s0xd2f6111927a1dff:0xd3bda23528dd18c9!8m2!3d42.264976399999995!4d-8.777918999999999",ChIJ_x16khFhLw0RyRjdKDWivdM,"fitness center, San Cibran (Aldan - Cangas), Galicia, ES","{""Accessibility"": {""Wheelchair-accessible entrance"": true}, ""Amenities"": {""Toilets"": true}}",nan
1361,HIIT CANGAS by Luis Anaya,Cangas,Morrazo,Pontevedra,"Rúa da Guarda, 13, Bajo, 36940 Cangas, Pontevedra",36940.0,Gimnasio,Gymnastics center,Gymnastics center,nan,+34 676 63 81 87,nan,42.2663008,-8.7786296,nan,"https://www.google.com/maps/place/HIIT+CANGAS+by+Luis+Anaya/@42.266300799999996,-8.7786296,14z/data=!4m8!1m2!2m1!1sHIIT+CANGAS+by+Luis+Anaya!3m4!1s0xd2f61dffb3dde03:0xcb406080fab55152!8m2!3d42.266300799999996!4d-8.7786296",ChIJA949-99hLw0RUlG1-oBgQMs,"fitness center, San Cibran (Aldan - Cangas), Galicia, ES","{""Children"": {""Good for kids"": true}}",nan
1362,FisioCangas,Cangas,Morrazo,Pontevedra,"Rúa Estrada da Magdalena, 41, 36949 Cangas, Pontevedra",36949.0,Clínica de fisioterapia,Physical therapy clinic,Physical therapy clinic,nan,+34 986 30 53 96,http://fisiocangas.com/,42.284478,-8.7847154,nan,"https://www.google.com/maps/place/FisioCangas/@42.284478,-8.7847154,14z/data=!4m8!1m2!2m1!1sFisioCangas!3m4!1s0xd2f612f1107eeb1:0xa6af7cc7dbcc0252!8m2!3d42.284478!4d-8.7847154",ChIJse4HES9hLw0RUgLM28d8r6Y,"fitness center, San Cibran (Aldan - Cangas), Galicia, ES","{""From the business"": {""Identifies as women-owned"": true}, ""Accessibility"": {""Wheelchair-accessible car park"": true, ""Wheelchair-accessible entrance"": true, ""Wheelchair-accessible toilet"": true}, ""Amenities"": {""Toilets"": true}, ""Planning"": {""Appointment required"": true, ""Accepts new patients"": true}, ""Other"": {""Identifies as women-owned"": true}}",nan
1363,Centro de Saúde de Aldán,Cangas,Morrazo,Pontevedra,"Calle San Cibrán, 1, 36940 Cangas, Pontevedra",36940.0,Centro de salud y bienestar,Wellness center,"Wellness center, Public medical center",nan,+34 986 32 92 34,nan,42.2782001,-8.815855299999999,nan,"https://www.google.com/maps/place/Centro+de+Sa%C3%BAde+de+Ald%C3%A1n/@42.2782001,-8.815855299999999,14z/data=!4m8!1m2!2m1!1sCentro+de+Sa%C3%BAde+de+Ald%C3%A1n!3m4!1s0xd2f60b8fcda06e1:0x1e59c01ca0118351!8m2!3d42.2782001!4d-8.815855299999999",ChIJ4Qba_LhgLw0RUYMRoBzAWR4,"fitness center, San Cibran (Aldan - Cangas), Galicia, ES","{""Accessibility"": {""Wheelchair-accessible car park"": true, ""Wheelchair-accessible entrance"": true}}",nan
1364,Aarón Fitness Coach,Cangas,Morrazo,Pontevedra,"Rúa Alcalde Agustín Etcheverri, 36949 Pontevedra",36949.0,Entrenador personal,Personal trainer,"Personal trainer, Counselor, Fitness center, Gym, Tutoring service",nan,+34 620 39 46 62,http://aaronfitnesscoach.es/,42.270424,-8.783908,nan,"https://www.google.com/maps/place/Aar%C3%B3n+Fitness+Coach/@42.270424,-8.783908,14z/data=!4m8!1m2!2m1!1sAar%C3%B3n+Fitness+Coach!3m4!1s0xd2f612234aab93f:0x9aeab4da56885b54!8m2!3d42.270424!4d-8.783908",ChIJP7mqNCJhLw0RVFuIVtq06po,"fitness center, San Cibran (Aldan - Cangas), Galicia, ES",{},nan
1365,ALDAN CON KAYAK,Cangas,Morrazo,Pontevedra,"P.º de Carlos Pérez, 36945 Aldán, Pontevedra",36945.0,Servicio de alquiler de kayaks y canoas,Canoe & kayak rental service,Canoe & kayak rental service,nan,+34 669 76 60 59,https://www.facebook.com/AldanConKayak/,42.280247,-8.819709,nan,"https://www.google.com/maps/place/ALDAN+CON+KAYAK/@42.280246999999996,-8.819709,14z/data=!4m8!1m2!2m1!1sALDAN+CON+KAYAK!3m4!1s0xd2f618b6b3e30f1:0x5b9806ce4e56f288!8m2!3d42.280246999999996!4d-8.819709",ChIJ8TA-a4thLw0RiPJWTs4GmFs,"fitness center, San Cibran (Aldan - Cangas), Galicia, ES",{},nan
1366,Club de Mar Ria de Aldan,Cangas,Morrazo,Pontevedra,"Av. José Graña, s/n, 36945 A Espiñeira, Pontevedra",36945.0,Club náutico,Boat club,Boat club,nan,+34 986 32 97 15,http://www.riadealdan.com/,42.2804123,-8.820865099999999,nan,"https://www.google.com/maps/place/Club+de+Mar+Ria+de+Aldan/@42.280412299999995,-8.820865099999999,14z/data=!4m8!1m2!2m1!1sClub+de+Mar+Ria+de+Aldan!3m4!1s0xd2f60b85a09c373:0x63dbbf2df039e4ea!8m2!3d42.280412299999995!4d-8.820865099999999",ChIJc8MJWrhgLw0R6uQ58C2_22M,"fitness center, San Cibran (Aldan - Cangas), Galicia, ES","{""Accessibility"": {""Wheelchair-accessible car park"": true, ""Wheelchair-accessible entrance"": true}}",nan
1367,X-ONE FITNESS CLUB VIGO,Vigo,Vigo,Pontevedra,"Rúa de Roade, 58, 36208 Vigo, Pontevedra",36208.0,Gimnasio con rocódromo,Rock climbing gym,Rock climbing gym,nan,+34 685 29 56 74,https://xone.wodbuster.com/?f=1,42.2227815,-8.7604145,nan,"https://www.google.com/maps/place/X-ONE+FITNESS+CLUB+VIGO/@42.222781499999996,-8.7604145,14z/data=!4m8!1m2!2m1!1sX-ONE+FITNESS+CLUB+VIGO!3m4!1s0xd2f6186a07cc00b:0x36c074eeca45871d!8m2!3d42.222781499999996!4d-8.7604145",ChIJC8B8oIZhLw0RHYdFyu50wDY,"fitness center, San Cibran (Aldan - Cangas), Galicia, ES","{""Accessibility"": {""Wheelchair-accessible entrance"": true}}",nan
1368,In Legatum Sport Club,Vigo,Vigo,Pontevedra,"Rúa Casiano Martínez, 38, 36208 Vigo, Pontevedra",36208.0,Centro deportivo,Fitness center,Fitness center,nan,+34 604 03 42 36,https://inlegatum.negocio.site/?utm_source=gmb,42.2235257,-8.7570227,nan,"https://www.google.com/maps/place/In+Legatum+Sport+Club/@42.223525699999996,-8.7570227,14z/data=!4m8!1m2!2m1!1sIn+Legatum+Sport+Club!3m4!1s0xd2f61c0097d9445:0xd1939ce1be5f2fd0!8m2!3d42.223525699999996!4d-8.7570227",ChIJRZR9CcBhLw0R0C9fvuGck9E,"fitness center, San Cibran (Aldan - Cangas), Galicia, ES","{""Service options"": {""On-site services"": true}, ""Accessibility"": {""Wheelchair-accessible entrance"": true, ""Wheelchair-accessible toilet"": true}, ""Amenities"": {""Toilets"": true}, ""Crowd"": {""LGBTQ+ friendly"": true}, ""Children"": {""Good for kids"": true}, ""Other"": {""LGBTQ+ friendly"": true}}",nan
1369,Eroski Center,Cangas,Morrazo,Pontevedra,"Eirado do Señal, 5, 36940 Cangas, Pontevedra",36940.0,Supermarket,Supermarket,Supermarket,nan,+34 986 30 67 35,http://www.eroski.es/,42.2642252,-8.7821038,nan,"https://www.google.com/maps/place/Eroski+Center/@42.2642252,-8.7821038,14z/data=!4m8!1m2!2m1!1sEroski+Center!3m4!1s0xd2f611aba34b345:0xfc164313a3799ae9!8m2!3d42.2642252!4d-8.7821038",ChIJRbM0uhphLw0R6Zp5oxNDFvw,"fitness center, San Cibran (Aldan - Cangas), Galicia, ES","{""Service options"": {""Delivery"": true, ""In-store pick-up"": true, ""In-store shopping"": true, ""Same-day delivery"": true}, ""Accessibility"": {""Wheelchair-accessible car park"": true, ""Wheelchair-accessible entrance"": true}, ""Recycling"": {""Batteries"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}}",nan
1370,Escuela de Yoga Subhadra,Cangas,Morrazo,Pontevedra,"Concepción Arenal, Nº 7 Entresuelo E, 36947 Cangas, Pontevedra",36947.0,Centro de yoga,Yoga studio,Yoga studio,nan,+34 622 64 05 65,nan,42.2640143,-8.7745796,nan,"https://www.google.com/maps/place/Escuela+de+Yoga+Subhadra/@42.2640143,-8.7745796,14z/data=!4m8!1m2!2m1!1sEscuela+de+Yoga+Subhadra!3m4!1s0xd2f61dfd4e6e199:0xb64bb6496a97c38b!8m2!3d42.2640143!4d-8.7745796",ChIJmeHm1N9hLw0Ri8OXakm2S7Y,"fitness center, San Cibran (Aldan - Cangas), Galicia, ES","{""Service options"": {""On-site services"": true, ""Online classes"": false}, ""Amenities"": {""Toilets"": true}, ""Planning"": {""Appointment required"": true}}",nan
1371,Arieshdyn,Cangas,Morrazo,Pontevedra,"Rúa de Mendez Núñez, 36947 Cangas, Pontevedra",36947.0,Centro de yoga,Yoga studio,Yoga studio,nan,+34 679 96 70 27,nan,42.2641256,-8.780785999999999,nan,"https://www.google.com/maps/place/Arieshdyn/@42.2641256,-8.780785999999999,14z/data=!4m8!1m2!2m1!1sArieshdyn!3m4!1s0xd2f61aacd733469:0x85cabd30c1573951!8m2!3d42.2641256!4d-8.780785999999999",ChIJaTRzzaphLw0RUTlXwTC9yoU,"fitness center, San Cibran (Aldan - Cangas), Galicia, ES",{},nan
1372,Piscina municipal,O Valadouro,Mariña Central,Lugo,"Rúa José Antonio Ferreiro González, 3, 27770 O Valadouro, Lugo",27770.0,attractions,Public swimming pool,Public swimming pool,nan,+34 982 57 47 37,nan,43.5528601,-7.442382599999999,nan,"https://www.google.com/maps/place/Piscina+municipal/@43.5528601,-7.442382599999999,14z/data=!4m8!1m2!2m1!1sPiscina+municipal!3m4!1s0xd321ffeb84cdeeb:0xe2f4bed8e083da23!8m2!3d43.5528601!4d-7.442382599999999",ChIJ695MuP4fMg0RI9qD4Ni-9OI,"swimming pool, Cordido, Galicia, ES","{""Accessibility"": {""Wheelchair-accessible car park"": true, ""Wheelchair-accessible entrance"": true}, ""Children"": {""Good for kids"": true}}",nan
1373,Piscina Club Río Cobo,Cervo,Mariña Occidental,Lugo,"27891 Cervo, Lugo",27891.0,Piscina al aire libre,Outdoor swimming pool,Outdoor swimming pool,nan,nan,nan,43.6796324,-7.435234299999999,nan,"https://www.google.com/maps/place/Piscina+Club+R%C3%ADo+Cobo/@43.679632399999996,-7.435234299999999,14z/data=!4m8!1m2!2m1!1sPiscina+Club+R%C3%ADo+Cobo!3m4!1s0xd3223029f3dc205:0x2e979344948a47f0!8m2!3d43.679632399999996!4d-7.435234299999999",ChIJBcI9nwIjMg0R8EeKlESTly4,"swimming pool, Cordido, Galicia, ES","{""Accessibility"": {""Wheelchair-accessible entrance"": true}}",nan
1375,Piscina Municipal A Pastoriza,A Pastoriza,Tierra Chá,Lugo,"27287, Lugo",27287.0,Piscina,Swimming pool,Swimming pool,nan,+34 982 33 20 13,https://piscinadapastoriza.es/,43.2991867,-7.341854499999999,nan,"https://www.google.com/maps/place/Piscina+Municipal+A+Pastoriza/@43.2991867,-7.341854499999999,14z/data=!4m8!1m2!2m1!1sPiscina+Municipal+A+Pastoriza!3m4!1s0xd3197d3e9ba9093:0xbe44e4d158e01e5f!8m2!3d43.2991867!4d-7.341854499999999",ChIJk5C66dOXMQ0RXx7gWNHkRL4,"swimming pool, Cordido, Galicia, ES","{""Accessibility"": {""Wheelchair-accessible car park"": true, ""Wheelchair-accessible entrance"": true}}",nan
1376,Piscina Municipal Ourol,Ourol,Mariña Occidental,Lugo,"27865, Ourol, 1, 27865 Ourol, Lugo",27865.0,attractions,Public swimming pool,Public swimming pool,nan,+34 982 55 90 78,http://www.concellodeourol.es/,43.5653163,-7.642375599999999,nan,"https://www.google.com/maps/place/Piscina+Municipal+Ourol/@43.5653163,-7.642375599999999,14z/data=!4m8!1m2!2m1!1sPiscina+Municipal+Ourol!3m4!1s0xd3202e56b166ebf:0xbfd36f3799eb1585!8m2!3d43.5653163!4d-7.642375599999999",ChIJv24Wa-UCMg0RhRXrmTdv078,"swimming pool, Cordido, Galicia, ES","{""Accessibility"": {""Wheelchair-accessible car park"": true, ""Wheelchair-accessible entrance"": true}, ""Children"": {""Good for kids"": true}}",nan
1377,PISCINAS E INSTALACIONES DEPORTIVAS CAUDAL GALICIA,Vigo,Vigo,Pontevedra,"Av. da Atlántida, 126, 36208 Vigo, Pontevedra",36208.0,Contratista de piscinas,Swimming pool contractor,"Swimming pool contractor, Swimming pool repair service",nan,+34 986 13 40 59,http://www.caudalgalicia.com/,42.2212806,-8.766307399999999,nan,"https://www.google.com/maps/place/PISCINAS+E+INSTALACIONES+DEPORTIVAS+CAUDAL+GALICIA/@42.2212806,-8.766307399999999,14z/data=!4m8!1m2!2m1!1sPISCINAS+E+INSTALACIONES+DEPORTIVAS+CAUDAL+GALICIA!3m4!1s0xd2f61e6c8ad618d:0x44e7ab8cd8d3f181!8m2!3d42.2212806!4d-8.766307399999999",ChIJjWGtyOZhLw0RgfHT2Iyr50Q,"swimming pool, Cordido, Galicia, ES",{},nan
