id,nombre,municipio,comarca,provincia,direccion,codigo_postal,sector,tipo_instalacion,subtipo_instalacion,area_actividad,telefono,web_link,latitude,longitude,descripcion,maps_link,place_id,otro1,otro2,otro3
542,Champions Sport Gimnasio y Suplementación Deportiva,Padrón,Sar,A Coruña,"N-550, 15900 Padrón, A Coruña",15900.0,Instalaciones deportivas,Gym,Gym,,+34 676 28 52 67,,42.7398948,-8.6583995,,"https://www.google.com/maps/place/Champions+Sport+Gimnasio+y+Suplementaci%C3%B3n+Deportiva/@42.739894799999995,-8.6583995,14z/data=!4m8!1m2!2m1!1sChampions+Sport+Gimnasio+y+Suplementaci%C3%B3n+Deportiva!3m4!1s0xd2f04d297e3ea93:0x157416b96edd7822!8m2!3d42.739894799999995!4d-8.6583995",ChIJk-rjl9IELw0RInjdbrkWdBU,"gym, Godos (Santa Maria), Galicia, ES","{""Accessibility"": {""Wheelchair-accessible entrance"": true}}",
543,Parque de Xil,Meaño,Salnés,Pontevedra,"Aldea Broullón, 19, 36968 Meaño, Pontevedra",36968.0,Instalaciones deportivas,Gym,Gym,,,,42.4666216,-8.7860111,,"https://www.google.com/maps/place/Parque+de+Xil/@42.466621599999996,-8.7860111,14z/data=!4m8!1m2!2m1!1sParque+de+Xil!3m4!1s0xd2f6bc98e28d3eb:0xdac92010c8314566!8m2!3d42.466621599999996!4d-8.7860111",ChIJ69MojslrLw0RZkUxyBAgydo,"gym, Godos (Santa Maria), Galicia, ES","{""Accessibility"": {""Wheelchair-accessible car park"": true, ""Wheelchair-accessible entrance"": true}}",
544,JB FITNESS SANXENXO,Sanxenxo,Salnés,Pontevedra,"Rúa Castelao, 9, bajo 1, 36960 Sanxenxo, Pontevedra",36960.0,Instalaciones deportivas,Gymnastics center,Gymnastics center,,+34 611 59 48 67,https://jbfitness.es/,42.4026654,-8.8096329,,"https://www.google.com/maps/place/JB+FITNESS+SANXENXO/@42.4026654,-8.8096329,14z/data=!4m8!1m2!2m1!1sJB+FITNESS+SANXENXO!3m4!1s0xd2f69f2f71914df:0xcc8082f640a40d28!8m2!3d42.4026654!4d-8.8096329",ChIJ3xQZ9_JpLw0RKA2kQPaCgMw,"gym, Godos (Santa Maria), Galicia, ES","{""Accessibility"": {""Wheelchair-accessible entrance"": true}}",
545,Ximnasio Municipal de Valga,Valga,Caldas,Pontevedra,"Lugar Beiro,, 36645 Valga, Pontevedra",36645.0,Instalaciones deportivas,Gymnastics center,"Gymnastics center, Fitness center, Sporting goods store",,+34 619 92 29 11,http://www.zimasports.com/,42.6890393,-8.6838629,,"https://www.google.com/maps/place/Ximnasio+Municipal+de+Valga/@42.6890393,-8.6838629,14z/data=!4m8!1m2!2m1!1sXimnasio+Municipal+de+Valga!3m4!1s0xd2f10756cf51089:0xf0a15246ebb52e89!8m2!3d42.6890393!4d-8.6838629",ChIJiRD1bHUQLw0RiS6160ZSofA,"gym, Godos (Santa Maria), Galicia, ES","{""Accessibility"": {""Wheelchair-accessible car park"": true, ""Wheelchair-accessible entrance"": true}, ""Amenities"": {""Toilets"": true, ""Volleyball court"": true}}",
546,Pavillón Municipal (Novo),O Grove,Salnés,Pontevedra,"Rúa Monte da Vila, 7C, 36989 O Grove, Pontevedra",36989.0,Instalaciones deportivas,Gym,Gym,,+34 986 73 09 75,,42.4894148,-8.8635232,,"https://www.google.com/maps/place/Pavill%C3%B3n+Municipal+%28Novo%29/@42.4894148,-8.8635232,14z/data=!4m8!1m2!2m1!1sPavill%C3%B3n+Municipal+%28Novo%29!3m4!1s0xd2f4048d1e33fdf:0x641531f46d832f!8m2!3d42.4894148!4d-8.8635232",ChIJ3z_j0UhALw0RL4Nt9DEVZAA,"gym, Godos (Santa Maria), Galicia, ES","{""Accessibility"": {""Wheelchair-accessible car park"": true, ""Wheelchair-accessible entrance"": true}, ""Amenities"": {""Basketball court"": true}}",
547,Wonder Company,Vilagarcía de Arousa,Salnés,Pontevedra,"Avenida Riveiro de, Av. Rivero Aguilar, 26, 36600 Vilagarcía de Arousa, Pontevedra",36600.0,Instalaciones deportivas,Gym,Gym,,+34 986 19 81 06,http://wondercompany.es/,42.5937609,-8.7715182,,"https://www.google.com/maps/place/Wonder+Company/@42.5937609,-8.7715182,14z/data=!4m8!1m2!2m1!1sWonder+Company!3m4!1s0xd2f15605ac7cd37:0x46729b0d8501a430!8m2!3d42.5937609!4d-8.7715182",ChIJN83HWmAVLw0RMKQBhQ2bckY,"gym, Godos (Santa Maria), Galicia, ES","{""Accessibility"": {""Wheelchair-accessible car park"": true, ""Wheelchair-accessible entrance"": true}, ""Amenities"": {""Wi-Fi"": true}}",
548,Club Olimpic,Vilagarcía de Arousa,Salnés,Pontevedra,"Rúa Aquilino Iglesia Alvariño, 13, 36600 Vilagarcía de Arousa, Pontevedra",36600.0,Instalaciones deportivas,Gym,Gym,,+34 619 04 84 11,,42.5975299,-8.7614735,,"https://www.google.com/maps/place/Club+Olimpic/@42.5975299,-8.7614735,14z/data=!4m8!1m2!2m1!1sClub+Olimpic!3m4!1s0xd2f141a88856ea7:0xc55ebacdb767beba!8m2!3d42.5975299!4d-8.7614735",ChIJp26FiBoULw0Rur5nt826XsU,"gym, Godos (Santa Maria), Galicia, ES","{""Accessibility"": {""Wheelchair-accessible entrance"": true}}",
549,Praia de Bamio,Vilagarcía de Arousa,Salnés,Pontevedra,"Rúa Campanario, 63, 36618 Vilagarcía de Arousa, Pontevedra",36618.0,Instalaciones deportivas,Gym,Gym,,,,42.6336149,-8.7609434,,"https://www.google.com/maps/place/Praia+de+Bamio/@42.6336149,-8.7609434,14z/data=!4m8!1m2!2m1!1sPraia+de+Bamio!3m4!1s0xd2f16c505f916c5:0x5323affe4d7b55cc!8m2!3d42.6336149!4d-8.7609434",ChIJxRb5BcUWLw0RzFV7Tf6vI1M,"gym, Godos (Santa Maria), Galicia, ES","{""Accessibility"": {""Wheelchair-accessible car park"": true, ""Wheelchair-accessible entrance"": true}}",
550,Gimnasio Ozono - Boiro,Boiro,Barbanza,A Coruña,"Av. da Constitución, sótano 81, 15930 Boiro, A Coruña",15930.0,Instalaciones deportivas,Gym,"Gym, Kickboxing school, Pilates studio",,+34 881 27 02 24,https://www.ozonoboiro.com/,42.6445742,-8.889165199999999,,"https://www.google.com/maps/place/Gimnasio+Ozono+-+Boiro/@42.6445742,-8.889165199999999,14z/data=!4m8!1m2!2m1!1sGimnasio+Ozono+-+Boiro!3m4!1s0xd2f3cfb37eeb827:0xf6d77e2ec2886dab!8m2!3d42.6445742!4d-8.889165199999999",ChIJJ7juN_s8Lw0Rq22Iwi5-1_Y,"gym, Godos (Santa Maria), Galicia, ES","{""Service options"": {""On-site services"": true, ""Online classes"": false}, ""Accessibility"": {""Wheelchair-accessible entrance"": true}}",
551,Piscina Climatizada AGASP A Estrada,A Estrada,Tabeirós - Tierra de Montes,Pontevedra,"Rúa da Cultura, s/n, 36680 A Estrada, Pontevedra",36680.0,Instalaciones deportivas,Fitness center,Fitness center,,+34 986 18 01 98,https://sites.google.com/view/piscina-climatizada-a-estrada/inicio,42.6905264,-8.506838499999999,,"https://www.google.com/maps/place/Piscina+Climatizada+AGASP+A+Estrada/@42.690526399999996,-8.506838499999999,14z/data=!4m8!1m2!2m1!1sPiscina+Climatizada+AGASP+A+Estrada!3m4!1s0xd2f093668e899af:0x1bd3a137075f777d!8m2!3d42.690526399999996!4d-8.506838499999999",ChIJr5noaDYJLw0RfXdfBzeh0xs,"gym, Godos (Santa Maria), Galicia, ES","{""Accessibility"": {""Wheelchair-accessible car park"": true, ""Wheelchair-accessible entrance"": true}, ""Amenities"": {""Sauna"": true, ""Swimming pool"": true}, ""Children"": {""Good for kids"": true}}",
552,Studio LT Pilates & Training,Marín,Morrazo,Pontevedra,"Detrás del parque infantil de la alameda, Avenida de Ourense, 36900 Marín, Pontevedra",36900.0,Instalaciones deportivas,Pilates studio,"Pilates studio, Fitness center",,+34 622 52 19 86,http://www.studiolt.es/,42.3929146,-8.7008558,,"https://www.google.com/maps/place/Studio+LT+Pilates+%26+Training/@42.3929146,-8.7008558,14z/data=!4m8!1m2!2m1!1sStudio+LT+Pilates+%26+Training!3m4!1s0xd2f6f9e8daccc07:0x37b66e7ac84a110a!8m2!3d42.3929146!4d-8.7008558",ChIJB8ysjZ5vLw0RChFKyHputjc,"gym, Godos (Santa Maria), Galicia, ES","{""Accessibility"": {""Wheelchair-accessible car park"": true, ""Wheelchair-accessible entrance"": true, ""Wheelchair-accessible toilet"": true}, ""Amenities"": {""Toilets"": true}, ""Planning"": {""Appointment required"": true}}",
557,Piscina municipal,As Pontes de García Rodríguez,Eume,A Coruña,"Rúa Sergio Rivera Chao, 13, 15320 As Pontes de García Rodríguez, A Coruña",15320.0,Instalaciones deportivas,Indoor swimming pool,Indoor swimming pool,,+34 881 21 00 92,,43.4502455,-7.8568118,,"https://www.google.com/maps/place/Piscina+municipal/@43.4502455,-7.8568118,14z/data=!4m8!1m2!2m1!1sPiscina+municipal!3m4!1s0xd2e015bec8f5bef:0xeeeb9ca22c60518a!8m2!3d43.4502455!4d-7.8568118",ChIJ71uP7FsBLg0RilFgLKKc6-4,"swimming pool, Mosende (San Pedro), Galicia, ES","{""Accessibility"": {""Wheelchair-accessible car park"": true, ""Wheelchair-accessible entrance"": true}}",
559,Piscina Municipal,Cariño,Ortegal,A Coruña,"15360 Cariño, A Coruña",15360.0,Instalaciones deportivas,Swimming pool,Swimming pool,,+34 981 42 04 83,https://www.concellodecarino.gal/category/piscina-municipal/,43.7397258,-7.878537799999999,,"https://www.google.com/maps/place/Piscina+Municipal/@43.739725799999995,-7.878537799999999,14z/data=!4m8!1m2!2m1!1sPiscina+Municipal!3m4!1s0xd2df151eea520cd:0xde04240a66fdaa0a!8m2!3d43.739725799999995!4d-7.878537799999999",ChIJzSCl7lHxLQ0RCqr9ZgokBN4,"swimming pool, Mosende (San Pedro), Galicia, ES","{""Accessibility"": {""Wheelchair-accessible car park"": true, ""Wheelchair-accessible entrance"": true}}",
561,Piscina natural do Castro,San Sadurniño,Ferrol,A Coruña,"15576, A Coruña",15576.0,Instalaciones deportivas,Outdoor swimming pool,Outdoor swimming pool,,,,43.4939007,-8.0611903,,"https://www.google.com/maps/place/Piscina+natural+do+Castro/@43.4939007,-8.0611903,14z/data=!4m8!1m2!2m1!1sPiscina+natural+do+Castro!3m4!1s0xd2e0b14d45ae9e5:0x3e80ef1dd05bf576!8m2!3d43.4939007!4d-8.0611903",ChIJ5ela1BQLLg0RdvVb0B3vgD4,"swimming pool, Mosende (San Pedro), Galicia, ES",{},
566,BeOne Fitness & Sport,Baiona,Vigo,Pontevedra,"Xuncal 3, 36393 Sabarís, Pontevedra",36393.0,Instalaciones deportivas,Fitness center,"Fitness center, Gym, Swimming basin",,+34 986 35 38 82,https://beone.es/centers/monterreal,42.1050909,-8.8182653,,"https://www.google.com/maps/place/BeOne+Fitness+%26+Sport/@42.1050909,-8.8182653,14z/data=!4m8!1m2!2m1!1sBeOne+Fitness+%26+Sport!3m4!1s0xd258cc31604a963:0x7c729b6d86701718!8m2!3d42.1050909!4d-8.8182653",ChIJY6kEFsOMJQ0RGBdwhm2bcnw,"fitness center, Baiña (Santa Mariña), Galicia, ES","{""Service options"": {""Online classes"": true, ""On-site services"": true}, ""Accessibility"": {""Wheelchair-accessible car park"": true, ""Wheelchair-accessible entrance"": true}, ""Amenities"": {""Has a tennis court"": true, ""Swimming pool"": true}, ""Children"": {""Good for kids"": true}}",
567,piscina municipal de Coirós,Error,Betanzos,Error,A cortella- Coirós,,Instalaciones deportivas,Swimming pool,Swimming pool,,,http://www.coiros.es/,43.2473371,-8.1553737,,"https://www.google.com/maps/place/piscina+municipal+de+Coir%C3%B3s/@43.247337099999996,-8.1553737,14z/data=!4m8!1m2!2m1!1spiscina+municipal+de+Coir%C3%B3s!3m4!1s0xd2e6b3e2161865f:0x8e0260e2df0bfc46!8m2!3d43.247337099999996!4d-8.1553737",ChIJX4ZhIT5rLg0RRvwL3-JgAo4,"swimming pool, Guisamo (Santa Maria), Galicia, ES","{""Accessibility"": {""Wheelchair-accessible car park"": true, ""Wheelchair-accessible entrance"": true}}",
568,Polideportivo de Guisamo,Bergondo,La Coruña,A Coruña,"Carretera Cambre, 1, 15640 Bergondo, A Coruña",15640.0,Instalaciones deportivas,Sports complex,Sports complex,,,,43.2969842,-8.2688551,,"https://www.google.com/maps/place/Polideportivo+de+Guisamo/@43.2969842,-8.2688551,14z/data=!4m8!1m2!2m1!1sPolideportivo+de+Guisamo!3m4!1s0xd2e6f011191e31b:0xe08638f8b7b10cfc!8m2!3d43.2969842!4d-8.2688551",ChIJG-OREQFvLg0R_Ayxt_g4huA,"swimming pool, Guisamo (Santa Maria), Galicia, ES","{""Accessibility"": {""Wheelchair-accessible car park"": true, ""Wheelchair-accessible entrance"": true}}",
569,Pisicina Municipal al Aire Libre Vilarmayor,Vilarmaior,Betanzos,A Coruña,"15637 Vilarmaior, A Coruña",15637.0,Instalaciones deportivas,Swimming pool,Swimming pool,,,http://concellodevilarmaior.es/pages/apertura-piscina-vilarmaior,43.3407188,-8.1567443,,"https://www.google.com/maps/place/Pisicina+Municipal+al+Aire+Libre+Vilarmayor/@43.3407188,-8.1567443,14z/data=!4m8!1m2!2m1!1sPisicina+Municipal+al+Aire+Libre+Vilarmayor!3m4!1s0xd2e6d6741f459bb:0xae89c174387dca1!8m2!3d43.3407188!4d-8.1567443",ChIJu1n0QWdtLg0RodyHQxec6Ao,"swimming pool, Guisamo (Santa Maria), Galicia, ES","{""Accessibility"": {""Wheelchair-accessible car park"": true, ""Wheelchair-accessible entrance"": true}}",
571,Piscina-Gimnasio Municipal,Sada,La Coruña,A Coruña,"Lugar Samoedo, 16, 15160 Sada, A Coruña",15160.0,Instalaciones deportivas,Swimming pool,Swimming pool,,,,43.3470607,-8.2583653,,"https://www.google.com/maps/place/Piscina-Gimnasio+Municipal/@43.3470607,-8.2583653,14z/data=!4m8!1m2!2m1!1sPiscina-Gimnasio+Municipal!3m4!1s0xd2e715cdeb431a1:0xc695060de0cdec50!8m2!3d43.3470607!4d-8.2583653",ChIJoTG03lxxLg0RUOzN4A0GlcY,"swimming pool, Guisamo (Santa Maria), Galicia, ES","{""Accessibility"": {""Wheelchair-accessible entrance"": true}}",
572,Complexo deportivo O Carregal,Betanzos,Betanzos,A Coruña,"Av. Carregal, 0 s-n, 15300 Betanzos, A Coruña",15300.0,Instalaciones deportivas,Swimming pool,Swimming pool,,,,43.2794593,-8.2165184,,"https://www.google.com/maps/place/Complexo+deportivo+O+Carregal/@43.2794593,-8.2165184,14z/data=!4m8!1m2!2m1!1sComplexo+deportivo+O+Carregal!3m4!1s0xd2e6c1be9c1cd81:0xe24f4768e2a5d4f0!8m2!3d43.2794593!4d-8.2165184",ChIJgc3B6RtsLg0R8NSl4mhHT-I,"swimming pool, Guisamo (Santa Maria), Galicia, ES","{""Accessibility"": {""Wheelchair-accessible car park"": true, ""Wheelchair-accessible entrance"": true}}",
577,Complejo Deportivo O Castrillón,A Coruña,La Coruña,A Coruña,"Av. Casanova de Eirís, 14, 15009 A Coruña",15009.0,Instalaciones deportivas,Indoor swimming pool,Indoor swimming pool,,+34 881 92 84 95,http://castrillon.provis.es/,43.3494517,-8.3980759,,"https://www.google.com/maps/place/Complejo+Deportivo+O+Castrill%C3%B3n/@43.349451699999996,-8.3980759,14z/data=!4m8!1m2!2m1!1sComplejo+Deportivo+O+Castrill%C3%B3n!3m4!1s0xd2e7d6894bbd1cb:0x89c28ae201964cff!8m2!3d43.349451699999996!4d-8.3980759",ChIJy9G7lGh9Lg0R_0yWAeKKwok,"swimming pool, Guisamo (Santa Maria), Galicia, ES","{""Accessibility"": {""Wheelchair-accessible car park"": true, ""Wheelchair-accessible entrance"": true}}",
578,Piscina Liceo La Paz,A Coruña,La Coruña,A Coruña,"Rúa Sebastián Martínez Risco, 12, 15009 A Coruña",15009.0,Instalaciones deportivas,Indoor swimming pool,Indoor swimming pool,,+34 981 28 61 22,,43.341508,-8.4024632,,"https://www.google.com/maps/place/Piscina+Liceo+La+Paz/@43.341508,-8.4024632,14z/data=!4m8!1m2!2m1!1sPiscina+Liceo+La+Paz!3m4!1s0xd2e7ca425b28f9d:0x1c0b23b1f063c145!8m2!3d43.341508!4d-8.4024632",ChIJnY-yJaR8Lg0RRcFj8LEjCxw,"swimming pool, Guisamo (Santa Maria), Galicia, ES",{},
579,Termaria Casa del Agua,A Coruña,La Coruña,A Coruña,"Rúa Manuel Murguía, s/n, 15011 A Coruña",15011.0,Instalaciones deportivas,Spa and health club,"Spa and health club, Fitness center, Physical therapy clinic",,+34 981 14 84 86,http://termaria.es/,43.3688137,-8.4197436,,"https://www.google.com/maps/place/Termaria+Casa+del+Agua/@43.3688137,-8.4197436,14z/data=!4m8!1m2!2m1!1sTermaria+Casa+del+Agua!3m4!1s0xd2e7c5e3881d8a3:0x939d331d37b9846f!8m2!3d43.3688137!4d-8.4197436",ChIJo9iBOF58Lg0Rb4S5Nx0znZM,"swimming pool, Guisamo (Santa Maria), Galicia, ES","{""Service options"": {""Outdoor services"": true}, ""Accessibility"": {""Wheelchair-accessible car park"": true, ""Wheelchair-accessible entrance"": true, ""Wheelchair-accessible toilet"": true}, ""Amenities"": {""Toilets"": true}, ""Payments"": {""Debit cards"": true, ""NFC mobile payments"": true, ""Credit cards"": true}}",
580,Complexo Deportivo Municipal Santo Diego,A Coruña,La Coruña,A Coruña,"Parque San Diego, s/n, 15006 A Coruña",15006.0,Instalaciones deportivas,Sports complex,"Sports complex, Fitness center, Gym",,,https://www.centrosupera.com/sandiego/,43.3541263,-8.3903112,,"https://www.google.com/maps/place/Complexo+Deportivo+Municipal+Santo+Diego/@43.3541263,-8.3903112,14z/data=!4m8!1m2!2m1!1sComplexo+Deportivo+Municipal+Santo+Diego!3m4!1s0xd2e7c9da9fa7359:0xa048f73cb0855447!8m2!3d43.3541263!4d-8.3903112",ChIJWXP6qZ18Lg0RR1SFsDz3SKA,"swimming pool, Guisamo (Santa Maria), Galicia, ES","{""Service options"": {""On-site services"": true}, ""Accessibility"": {""Wheelchair-accessible car park"": true, ""Wheelchair-accessible entrance"": true, ""Wheelchair-accessible toilet"": false}, ""Amenities"": {""Basketball court"": true, ""Sauna"": true, ""Swimming pool"": true, ""Toilets"": true, ""Volleyball court"": true, ""Wi-Fi"": true}, ""Crowd"": {""LGBTQ+ friendly"": true}, ""Other"": {""LGBTQ+ friendly"": true}}",
583,CENTRO DEPORTIVO ARENA GIMNASIO,Chantada,Chantada,Lugo,"Calle del Dr. Fleming, 1, BAJOS, 27500 Chantada, Lugo",27500.0,Instalaciones deportivas,Gymnastics center,"Gymnastics center, Gym",,+34 982 44 12 67,,42.6116862,-7.7693404,,"https://www.google.com/maps/place/CENTRO+DEPORTIVO+ARENA+GIMNASIO/@42.6116862,-7.7693404,14z/data=!4m8!1m2!2m1!1sCENTRO+DEPORTIVO+ARENA+GIMNASIO!3m4!1s0xd30200feadc76b7:0xa850747a10c7009e!8m2!3d42.6116862!4d-7.7693404",ChIJt3bc6g8gMA0RngDHEHp0UKg,"sports complex, Beascos (Santa Mariña), Galicia, ES","{""Accessibility"": {""Wheelchair-accessible car park"": true, ""Wheelchair-accessible entrance"": true}, ""Children"": {""Good for kids"": true}}",
584,"Polideportivo ALBÁN, COLES",Coles,Orense,Ourense,"OU-0505, 27b, 32152 Coles, Province of Ourense",32152.0,Instalaciones deportivas,Sports complex,Sports complex,,,,42.4214159,-7.8470176,,"https://www.google.com/maps/place/Polideportivo+ALB%C3%81N%2C+COLES/@42.4214159,-7.8470176,14z/data=!4m8!1m2!2m1!1sPolideportivo+ALB%C3%81N%2C+COLES!3m4!1s0xd2ffcc1aff9f727:0xdfe3f71be84c156e!8m2!3d42.4214159!4d-7.8470176",ChIJJ_f5r8H8Lw0RbhVM6Bv3498,"sports complex, Beascos (Santa Mariña), Galicia, ES","{""Accessibility"": {""Wheelchair-accessible car park"": true, ""Wheelchair-accessible entrance"": true}}",
585,Pavillón de Oira,Ourense,Orense,Ourense,"32001 Ourense, Province of Ourense",32001.0,Instalaciones deportivas,Sports complex,Sports complex,,+34 988 38 81 00,https://www.ourense.gal/es/,42.3561312,-7.8526948,,"https://www.google.com/maps/place/Pavill%C3%B3n+de+Oira/@42.3561312,-7.8526948,14z/data=!4m8!1m2!2m1!1sPavill%C3%B3n+de+Oira!3m4!1s0xd2fffb40a98c7a9:0x4eda4ceaaa49eb3b!8m2!3d42.3561312!4d-7.8526948",ChIJqceYCrT_Lw0RO-tJqupM2k4,"sports complex, Beascos (Santa Mariña), Galicia, ES","{""Accessibility"": {""Wheelchair-accessible car park"": true, ""Wheelchair-accessible entrance"": true}}",
586,"Campo de tiro de Piñeira, Monforte",Monforte de Lemos,Tierra de Lemos,Lugo,"27420 Monforte de Lemos, Lugo",27420.0,Instalaciones deportivas,Skeet shooting range,Skeet shooting range,,,,42.4993949,-7.5352163,,"https://www.google.com/maps/place/Campo+de+tiro+de+Pi%C3%B1eira%2C+Monforte/@42.4993949,-7.5352163,14z/data=!4m8!1m2!2m1!1sCampo+de+tiro+de+Pi%C3%B1eira%2C+Monforte!3m4!1s0xd3011b803c72db1:0xc9b478b0c42ff866!8m2!3d42.4993949!4d-7.5352163",ChIJsS3HA7gRMA0RZvgvxLB4tMk,"sports complex, Beascos (Santa Mariña), Galicia, ES",{},
589,Academia Augas Santas Antonio Outeiriño Golfacil,Error,Tierra de Lemos,Error,"G97W+8Q, 27430 As Augas Santas, Lugo",27430.0,Instalaciones deportivas,Fitness center,Fitness center,,,,42.513314,-7.60305,,"https://www.google.com/maps/place/Academia+Augas+Santas+Antonio+Outeiri%C3%B1o+Golfacil/@42.513314,-7.60305,14z/data=!4m8!1m2!2m1!1sAcademia+Augas+Santas+Antonio+Outeiri%C3%B1o+Golfacil!3m4!1s0xd3011007ad291a9:0xf8c3bad763de74ca!8m2!3d42.513314!4d-7.60305",ChIJqZHSegARMA0RynTeY9e6w_g,"sports complex, Beascos (Santa Mariña), Galicia, ES",{},
592,CLUB BILLAR CÍRCULO CHANTADA,Chantada,Chantada,Lugo,"Praza do Bon Xesús, Nº 5, 27500 Chantada, Lugo",27500.0,Instalaciones deportivas,Pool hall,Pool hall,,+34 982 44 00 70,https://sites.google.com/site/billarchantada1/,42.6082153,-7.772100399999999,,"https://www.google.com/maps/place/CLUB+BILLAR+C%C3%8DRCULO+CHANTADA/@42.6082153,-7.772100399999999,14z/data=!4m8!1m2!2m1!1sCLUB+BILLAR+C%C3%8DRCULO+CHANTADA!3m4!1s0xd30201aee3a47cd:0x9a9256f6d726c746!8m2!3d42.6082153!4d-7.772100399999999",ChIJzUc67hogMA0RRscm1_ZWkpo,"sports complex, Beascos (Santa Mariña), Galicia, ES","{""Highlights"": {""Live music"": true, ""Live performances"": true, ""Sport"": true}, ""Accessibility"": {""Wheelchair-accessible entrance"": true, ""Wheelchair-accessible toilet"": true}, ""Offerings"": {""Alcohol"": true, ""Beer"": true, ""Cocktails"": true, ""Food"": true, ""Food at bar"": true, ""Spirits"": true, ""Wine"": true}, ""Dining options"": {""Seating"": true}, ""Amenities"": {""Bar on site"": true, ""Toilets"": true}, ""Atmosphere"": {""Casual"": true, ""Cosy"": true}, ""Crowd"": {""Groups"": true}}",
593,Afouteza Box,Sarria,Sarria,Lugo,"Rúa Curros Enríquez, 9, 27600 Sarria, Lugo",27600.0,Instalaciones deportivas,Fitness center,Fitness center,,+34 636 55 16 13,,42.7736735,-7.4131139,,"https://www.google.com/maps/place/Afouteza+Box/@42.7736735,-7.4131139,14z/data=!4m8!1m2!2m1!1sAfouteza+Box!3m4!1s0xd30476ed53cf8ab:0x8a22b37f558dac1b!8m2!3d42.7736735!4d-7.4131139",ChIJq_g81W5HMA0RG6yNVX-zIoo,"fitness center, Alban (Sarria), Galicia, ES","{""Accessibility"": {""Wheelchair-accessible entrance"": true}}",
594,Centro Pilates Areapilates,Sarria,Sarria,Lugo,"Rúa do Toleiro, 6, 27600 Sarria, Lugo",27600.0,Instalaciones deportivas,Gym,Gym,,+34 678 28 70 38,,42.7778496,-7.4116595,,"https://www.google.com/maps/place/Centro+Pilates+Areapilates/@42.777849599999996,-7.4116595,14z/data=!4m8!1m2!2m1!1sCentro+Pilates+Areapilates!3m4!1s0xd3047d8d2d359d3:0xa0a2730bf90cb651!8m2!3d42.777849599999996!4d-7.4116595",ChIJ01nT0thHMA0RUbYM-QtzoqA,"fitness center, Alban (Sarria), Galicia, ES","{""Accessibility"": {""Wheelchair-accessible entrance"": true}}",
595,Saludx10,Sarria,Sarria,Lugo,"Rúa Curros Enríquez, 1, 27600 Sarria, Lugo",27600.0,Instalaciones deportivas,Gym,"Gym, Nutritionist, Personal trainer",,+34 625 61 83 35,https://saludx10.es/,42.7736044,-7.4136199,,"https://www.google.com/maps/place/Saludx10/@42.773604399999996,-7.4136199,14z/data=!4m8!1m2!2m1!1sSaludx10!3m4!1s0xd3047dc20a50c7f:0xe92aa333725edb15!8m2!3d42.773604399999996!4d-7.4136199",ChIJfwylINxHMA0RFdtecjOjKuk,"fitness center, Alban (Sarria), Galicia, ES","{""Service options"": {""Online classes"": true, ""Outdoor services"": true, ""On-site services"": true}, ""Accessibility"": {""Wheelchair-accessible entrance"": true}, ""Amenities"": {""Toilets"": true}, ""Planning"": {""Appointment required"": true}}",
597,Piscina Municipal Cubierta,Sarria,Sarria,Lugo,"Praza de Galicia, 12, 27619 Sarria, Lugo",27619.0,Instalaciones deportivas,Indoor swimming pool,Indoor swimming pool,,+34 638 06 71 01,https://www.cdssarria.com/,42.773117,-7.408793399999999,,"https://www.google.com/maps/place/Piscina+Municipal+Cubierta/@42.773117,-7.4087933999999995,14z/data=!4m8!1m2!2m1!1sPiscina+Municipal+Cubierta!3m4!1s0xd3047dba55c4e7b:0x75afec465b156f8!8m2!3d42.773117!4d-7.4087933999999995",ChIJe05cpdtHMA0R-FaxZcT-Wgc,"fitness center, Alban (Sarria), Galicia, ES","{""Accessibility"": {""Wheelchair-accessible car park"": true, ""Wheelchair-accessible entrance"": true}}",
598,Gimnasio Home Place Fitness,Sarria,Sarria,Lugo,"Rúa Benigno Quiroga, 75, 27600 Sarria, Lugo",27600.0,Instalaciones deportivas,Gymnastics center,Gymnastics center,,+34 603 17 55 83,,42.7745019,-7.414013199999999,,"https://www.google.com/maps/place/Gimnasio+Home+Place+Fitness/@42.7745019,-7.414013199999999,14z/data=!4m8!1m2!2m1!1sGimnasio+Home+Place+Fitness!3m4!1s0xd30470042faa2eb:0x1c8432aba8521db2!8m2!3d42.7745019!4d-7.414013199999999",ChIJ66L6QgBHMA0Rsh1SqKsyhBw,"fitness center, Alban (Sarria), Galicia, ES",{},
601,STC Cross Training,Santa Comba,Xallas,A Coruña,"Av. de Mourelle, 15840 Santa Comba, A Coruña",15840.0,Instalaciones deportivas,Gymnastics center,Gymnastics center,,+34 656 99 20 84,https://instagram.com/stc_crosstraining?igshid=YmMyMTA2M2Y=,43.0339473,-8.8034552,,"https://www.google.com/maps/place/STC+Cross+Training/@43.0339473,-8.8034552,14z/data=!4m8!1m2!2m1!1sSTC+Cross+Training!3m4!1s0xd2ee9960bf47e09:0xa40d023294e8b859!8m2!3d43.0339473!4d-8.8034552",ChIJCX70C5bpLg0RWbjolDICDaQ,"fitness center, San Cremenzo De Pazos (San Cremenzo), Galicia, ES","{""From the business"": {""Identifies as women-owned"": true}, ""Service options"": {""On-site services"": true}, ""Accessibility"": {""Wheelchair-accessible car park"": true, ""Wheelchair-accessible entrance"": true}, ""Other"": {""Identifies as women-owned"": true}}",
