query,name,site,subtypes,category,type,phone,full_address,borough,street,city,postal_code,state,us_state,country,country_code,latitude,longitude,time_zone,plus_code,area_service,rating,reviews,reviews_link,reviews_tags,reviews_per_score,reviews_per_score_1,reviews_per_score_2,reviews_per_score_3,reviews_per_score_4,reviews_per_score_5,photos_count,photo,street_view,located_in,working_hours,working_hours_old_format,other_hours,popular_times,business_status,about,range,posts,logo,description,typical_time_spent,verified,owner_id,owner_title,owner_link,reservation_links,booking_appointment_link,menu_link,order_links,location_link,place_id,google_id,cid,reviews_id,located_google_id
"outdoor swimming pool, 27153, San Fiz De Paz (Outeiro De Rei), Galicia, ES",Piscina pública de Rábade,,Outdoor swimming pool,Piscina al aire libre,Outdoor swimming pool,,"C. José Pardo, 6, 27370 Rábade, Lugo",,"C. José Pardo, 6",Rábade,27370.0,Lugo,,Spain,ES,43.1160151,-7.6159588,Europe/Madrid,,False,4.2,31.0,"https://search.google.com/local/reviews?placeid=ChIJcSGjPSrbMQ0R5uSpBKhsrHo&q=outdoor+swimming+pool,+27153,+San+Fiz+De+Paz+(Outeiro+De+Rei),+Galicia,+ES&authuser=0&hl=en&gl=ES",,,2.0,1.0,4.0,5.0,19.0,3.0,https://lh5.googleusercontent.com/p/AF1QipMvlWY1UkvVmIe73b7nEL-dlpI6Tc96gjRb7qt_=w800-h500-k-no,https://lh5.googleusercontent.com/p/AF1QipMvlWY1UkvVmIe73b7nEL-dlpI6Tc96gjRb7qt_=w1600-h1000-k-no,,,,,,OPERATIONAL,"{""Accessibility"": {""Wheelchair-accessible car park"": true, ""Wheelchair-accessible entrance"": true}}",,,,,,False,,Piscina pública de Rábade,,,,,,"https://www.google.com/maps/place/Piscina+p%C3%BAblica+de+R%C3%A1bade/@43.1160151,-7.6159588,14z/data=!4m8!1m2!2m1!1sPiscina+p%C3%BAblica+de+R%C3%A1bade!3m4!1s0xd31db2a3da32171:0x7aac6ca804a9e4e6!8m2!3d43.1160151!4d-7.6159588",ChIJcSGjPSrbMQ0R5uSpBKhsrHo,0xd31db2a3da32171:0x7aac6ca804a9e4e6,8839559637509989606,8.839559637509989e+18,
"outdoor swimming pool, 27153, San Fiz De Paz (Outeiro De Rei), Galicia, ES",Piscina Municipal De Frigsa,http://lugo.gal/,Public swimming pool,attractions,Public swimming pool,+34 982 29 74 23,"Rúa Monte Faro, 57, 27297 Lugo",,"Rúa Monte Faro, 57",Lugo,27297.0,Lugo,,Spain,ES,43.0265313,-7.5620743,Europe/Madrid,,False,4.2,668.0,"https://search.google.com/local/reviews?placeid=ChIJV3tU5fPOMQ0RW0FqBGQteQM&q=outdoor+swimming+pool,+27153,+San+Fiz+De+Paz+(Outeiro+De+Rei),+Galicia,+ES&authuser=0&hl=en&gl=ES",,,27.0,23.0,90.0,170.0,358.0,84.0,https://lh5.googleusercontent.com/p/AF1QipNFG6Eyg-T1ZL_o6Ue8wHa2_V9W0MjrJaEc9_KX=w800-h500-k-no,https://lh5.googleusercontent.com/p/AF1QipNFG6Eyg-T1ZL_o6Ue8wHa2_V9W0MjrJaEc9_KX=w1600-h1000-k-no,,"{""Monday"": ""7AM-11PM"", ""Tuesday"": ""7AM-11PM"", ""Wednesday"": ""7AM-11PM"", ""Thursday"": ""7AM-11PM"", ""Friday"": ""7AM-11PM"", ""Saturday"": ""10AM-2PM,5-8PM"", ""Sunday"": ""10AM-2PM""}","Monday:7AM-11PM|Tuesday:7AM-11PM|Wednesday:7AM-11PM|Thursday:7AM-11PM|Friday:7AM-11PM|Saturday:10AM-2PM,5-8PM|Sunday:10AM-2PM",,,OPERATIONAL,"{""Accessibility"": {""Wheelchair-accessible car park"": true, ""Wheelchair-accessible entrance"": true}, ""Children"": {""Good for kids"": true}}",,,,,,False,,Piscina Municipal De Frigsa,,,,,,"https://www.google.com/maps/place/Piscina+Municipal+De+Frigsa/@43.026531299999995,-7.5620743,14z/data=!4m8!1m2!2m1!1sPiscina+Municipal+De+Frigsa!3m4!1s0xd31cef3e5547b57:0x3792d64046a415b!8m2!3d43.026531299999995!4d-7.5620743",ChIJV3tU5fPOMQ0RW0FqBGQteQM,0xd31cef3e5547b57:0x3792d64046a415b,250281161889825115,2.5028116188982512e+17,
"outdoor swimming pool, 27153, San Fiz De Paz (Outeiro De Rei), Galicia, ES",Piscina fluvial de Chamoso,,Outdoor swimming pool,Piscina al aire libre,Outdoor swimming pool,,"XH45+W7, 27168 Chamoso, Lugo",,XH45+W7,Chamoso,27168.0,Lugo,,Spain,ES,42.9573591,-7.441805299999999,Europe/Madrid,,False,4.0,1.0,"https://search.google.com/local/reviews?placeid=ChIJT_kZPi7LMQ0R9gvnkFpFA1k&q=outdoor+swimming+pool,+27153,+San+Fiz+De+Paz+(Outeiro+De+Rei),+Galicia,+ES&authuser=0&hl=en&gl=ES",,,0.0,0.0,0.0,1.0,0.0,11.0,https://lh5.googleusercontent.com/p/AF1QipPszRtZHuA1gtANBP-DMpetPlbkR78xOagF25HN=w800-h500-k-no,https://lh5.googleusercontent.com/p/AF1QipPszRtZHuA1gtANBP-DMpetPlbkR78xOagF25HN=w1600-h1000-k-no,,,,,,OPERATIONAL,"{""Accessibility"": {""Wheelchair-accessible car park"": true, ""Wheelchair-accessible entrance"": true}}",,,,,,False,,Piscina fluvial de Chamoso,,,,,,"https://www.google.com/maps/place/Piscina+fluvial+de+Chamoso/@42.9573591,-7.4418052999999995,14z/data=!4m8!1m2!2m1!1sPiscina+fluvial+de+Chamoso!3m4!1s0xd31cb2e3e19f94f:0x5903455a90e70bf6!8m2!3d42.9573591!4d-7.4418052999999995",ChIJT_kZPi7LMQ0R9gvnkFpFA1k,0xd31cb2e3e19f94f:0x5903455a90e70bf6,6414046549586152438,6.414046549586152e+18,
"outdoor swimming pool, 27153, San Fiz De Paz (Outeiro De Rei), Galicia, ES",Piscina Municipal Alfoz,,Public swimming pool,attractions,Public swimming pool,,"Estrada Agrupación Escolar, 23, 27775 San Pedro de Mor, Lugo",,"Estrada Agrupación Escolar, 23",San Pedro de Mor,27775.0,Lugo,,Spain,ES,43.5277146,-7.4200151,Europe/Madrid,,False,4.3,45.0,"https://search.google.com/local/reviews?placeid=ChIJ8bAdEcGKMQ0RFx_S0FiRAsM&q=outdoor+swimming+pool,+27153,+San+Fiz+De+Paz+(Outeiro+De+Rei),+Galicia,+ES&authuser=0&hl=en&gl=ES",,,4.0,0.0,3.0,10.0,28.0,4.0,https://lh5.googleusercontent.com/p/AF1QipO_smYQOVNTBdP4z516uBEH-eqRvdDZYHucqbhJ=w800-h500-k-no,https://lh5.googleusercontent.com/p/AF1QipO_smYQOVNTBdP4z516uBEH-eqRvdDZYHucqbhJ=w1600-h1000-k-no,,"{""Monday"": ""12-8PM"", ""Tuesday"": ""12-8PM"", ""Wednesday"": ""12-8PM"", ""Thursday"": ""12-8PM"", ""Friday"": ""12-8PM"", ""Saturday"": ""12-8PM"", ""Sunday"": ""12-8PM""}",Monday:12-8PM|Tuesday:12-8PM|Wednesday:12-8PM|Thursday:12-8PM|Friday:12-8PM|Saturday:12-8PM|Sunday:12-8PM,,,OPERATIONAL,"{""Accessibility"": {""Wheelchair-accessible car park"": true, ""Wheelchair-accessible entrance"": true}, ""Children"": {""Good for kids"": true}}",,,,,,False,,Piscina Municipal Alfoz,,,,,,"https://www.google.com/maps/place/Piscina+Municipal+Alfoz/@43.527714599999996,-7.4200151,14z/data=!4m8!1m2!2m1!1sPiscina+Municipal+Alfoz!3m4!1s0xd318ac1111db0f1:0xc3029158d0d21f17!8m2!3d43.527714599999996!4d-7.4200151",ChIJ8bAdEcGKMQ0RFx_S0FiRAsM,0xd318ac1111db0f1:0xc3029158d0d21f17,14051953597995949847,-4.3947904757136015e+18,
"outdoor swimming pool, 27153, San Fiz De Paz (Outeiro De Rei), Galicia, ES",Piscina Municipal As Pedreiras,,Indoor swimming pool,Piscina cubierta,Indoor swimming pool,+34 982 29 73 10,"Av. Filarmónica Lucense, S/N, 27002 Lugo",,"Av. Filarmónica Lucense, S/N",Lugo,27002.0,Lugo,,Spain,ES,42.9914885,-7.5436441,Europe/Madrid,,False,4.2,367.0,"https://search.google.com/local/reviews?placeid=ChIJvUbs_xbMMQ0RmqxD61Yn6TI&q=outdoor+swimming+pool,+27153,+San+Fiz+De+Paz+(Outeiro+De+Rei),+Galicia,+ES&authuser=0&hl=en&gl=ES",,,15.0,10.0,44.0,105.0,193.0,22.0,https://lh5.googleusercontent.com/p/AF1QipOSwxcIg-HWHU3r3hE1_QKd6sMCVoYXCQftdFCH=w800-h500-k-no,https://lh5.googleusercontent.com/p/AF1QipOSwxcIg-HWHU3r3hE1_QKd6sMCVoYXCQftdFCH=w1600-h1000-k-no,,"{""Monday"": ""8AM-11PM"", ""Tuesday"": ""8AM-11PM"", ""Wednesday"": ""8AM-11PM"", ""Thursday"": ""8AM-11PM"", ""Friday"": ""8AM-11PM"", ""Saturday"": ""10AM-2PM,6-9PM"", ""Sunday"": ""10AM-2PM""}","Monday:8AM-11PM|Tuesday:8AM-11PM|Wednesday:8AM-11PM|Thursday:8AM-11PM|Friday:8AM-11PM|Saturday:10AM-2PM,6-9PM|Sunday:10AM-2PM",,,OPERATIONAL,"{""Accessibility"": {""Wheelchair-accessible car park"": true, ""Wheelchair-accessible entrance"": true}}",,,,,,False,,Piscina Municipal As Pedreiras,,,,,,"https://www.google.com/maps/place/Piscina+Municipal+As+Pedreiras/@42.991488499999996,-7.5436441,14z/data=!4m8!1m2!2m1!1sPiscina+Municipal+As+Pedreiras!3m4!1s0xd31cc16ffec46bd:0x32e92756eb43ac9a!8m2!3d42.991488499999996!4d-7.5436441",ChIJvUbs_xbMMQ0RmqxD61Yn6TI,0xd31cc16ffec46bd:0x32e92756eb43ac9a,3668506625737731226,3.668506625737731e+18,
"public swimming pool, 27334, Castroncelos, Galicia, ES",Piscina de Samos,http://www.concellodesamos.com/,Public swimming pool,attractions,Public swimming pool,,"27628 Samos, Lugo",,,Samos,27628.0,Lugo,,Spain,ES,42.7246706,-7.339654599999999,Europe/Madrid,,False,4.8,25.0,https://search.google.com/local/reviews?placeid=ChIJ4c7LlRdEMA0RNk3Rdh4BydU&q=*&authuser=0&hl=en&gl=ES,,,0.0,0.0,0.0,5.0,20.0,14.0,https://lh5.googleusercontent.com/p/AF1QipOPBiqtik29PiMKWIROu8FY_pD98U683REKGxHa=w800-h500-k-no,https://lh5.googleusercontent.com/p/AF1QipOPBiqtik29PiMKWIROu8FY_pD98U683REKGxHa=w1600-h1000-k-no,,"{""Monday"": ""Closed"", ""Tuesday"": ""Closed"", ""Wednesday"": ""12-8PM"", ""Thursday"": ""12-8PM"", ""Friday"": ""12-8PM"", ""Saturday"": ""12-8PM"", ""Sunday"": ""12-8PM""}",Monday:Closed|Tuesday:Closed|Wednesday:12-8PM|Thursday:12-8PM|Friday:12-8PM|Saturday:12-8PM|Sunday:12-8PM,,,OPERATIONAL,"{""Children"": {""Good for kids"": true}}",,,,,,False,,Piscina de Samos,,,,,,"https://www.google.com/maps/place/Piscina+de+Samos/@42.724670599999996,-7.339654599999999,14z/data=!4m8!1m2!2m1!1sPiscina+de+Samos!3m4!1s0xd30441795cbcee1:0xd5c9011e76d14d36!8m2!3d42.724670599999996!4d-7.339654599999999",ChIJ4c7LlRdEMA0RNk3Rdh4BydU,0xd30441795cbcee1:0xd5c9011e76d14d36,15404845230751567158,-3.0418988429579843e+18,
"public swimming pool, 27334, Castroncelos, Galicia, ES",Piscina Municipal de Quiroga,,Public swimming pool,attractions,Public swimming pool,,"Rúa Piscinas, 21, 27320 Quiroga, Lugo",,"Rúa Piscinas, 21",Quiroga,27320.0,Lugo,,Spain,ES,42.4722905,-7.2634177,Europe/Madrid,,False,4.2,72.0,https://search.google.com/local/reviews?placeid=ChIJny0ej6l6MA0Rp9SdRLGQXAM&q=*&authuser=0&hl=en&gl=ES,,,4.0,1.0,11.0,19.0,37.0,9.0,https://lh5.googleusercontent.com/p/AF1QipPxDYvEXvUtQ0otLvWmzG7aJzHLvHcx6bYioZ-f=w800-h500-k-no,https://lh5.googleusercontent.com/p/AF1QipPxDYvEXvUtQ0otLvWmzG7aJzHLvHcx6bYioZ-f=w1600-h1000-k-no,,,,,,OPERATIONAL,"{""Accessibility"": {""Wheelchair-accessible car park"": true, ""Wheelchair-accessible entrance"": true}, ""Children"": {""Good for kids"": true}}",,,,,,False,,Piscina Municipal de Quiroga,,,,,,"https://www.google.com/maps/place/Piscina+Municipal+de+Quiroga/@42.4722905,-7.2634177,14z/data=!4m8!1m2!2m1!1sPiscina+Municipal+de+Quiroga!3m4!1s0xd307aa98f1e2d9f:0x35c90b1449dd4a7!8m2!3d42.4722905!4d-7.2634177",ChIJny0ej6l6MA0Rp9SdRLGQXAM,0xd307aa98f1e2d9f:0x35c90b1449dd4a7,242227571005969575,2.4222757100596957e+17,
"public swimming pool, 27334, Castroncelos, Galicia, ES",Piscina pública de Sober,,Public swimming pool,attractions,Public swimming pool,+34 982 46 00 01,"Avenida Outeiro, 18, 27460 Sober, Lugo",,"Avenida Outeiro, 18",Sober,27460.0,Lugo,,Spain,ES,42.4577115,-7.5917239,Europe/Madrid,,False,4.4,104.0,https://search.google.com/local/reviews?placeid=ChIJD6zWuB8QMA0Rpm7bofxsL_Y&q=*&authuser=0&hl=en&gl=ES,,,4.0,1.0,6.0,28.0,65.0,34.0,https://lh5.googleusercontent.com/p/AF1QipMRktMzkFoPE9SqpbdG8tRzYoScrE0gMemSMblf=w800-h500-k-no,https://lh5.googleusercontent.com/p/AF1QipMRktMzkFoPE9SqpbdG8tRzYoScrE0gMemSMblf=w1600-h1000-k-no,,"{""Monday"": ""3-9PM"", ""Tuesday"": ""3-9PM"", ""Wednesday"": ""3-9PM"", ""Thursday"": ""3-9PM"", ""Friday"": ""3-9PM"", ""Saturday"": ""3-9PM"", ""Sunday"": ""3-9PM""}",Monday:3-9PM|Tuesday:3-9PM|Wednesday:3-9PM|Thursday:3-9PM|Friday:3-9PM|Saturday:3-9PM|Sunday:3-9PM,,,OPERATIONAL,"{""Accessibility"": {""Wheelchair-accessible car park"": true, ""Wheelchair-accessible entrance"": true}, ""Children"": {""Good for kids"": true}}",,,,,,False,,Piscina pública de Sober,,,,,,"https://www.google.com/maps/place/Piscina+p%C3%BAblica+de+Sober/@42.457711499999995,-7.5917239,14z/data=!4m8!1m2!2m1!1sPiscina+p%C3%BAblica+de+Sober!3m4!1s0xd30101fb8d6ac0f:0xf62f6cfca1db6ea6!8m2!3d42.457711499999995!4d-7.5917239",ChIJD6zWuB8QMA0Rpm7bofxsL_Y,0xd30101fb8d6ac0f:0xf62f6cfca1db6ea6,17739517289538743974,-7.072267841708077e+17,
"public swimming pool, 27334, Castroncelos, Galicia, ES",Piscina Trives,,Public swimming pool,attractions,Public swimming pool,,"Camiño Picouto, 24, 32780 A Pobra de Trives, Ourense",,"Camiño Picouto, 24",A Pobra de Trives,32780.0,Province of Ourense,,Spain,ES,42.3390447,-7.2476885,Europe/Madrid,,False,4.3,7.0,https://search.google.com/local/reviews?placeid=ChIJoa8qK6h5MA0RKvlojPVGAr8&q=*&authuser=0&hl=en&gl=ES,,,0.0,0.0,2.0,1.0,4.0,11.0,https://lh5.googleusercontent.com/p/AF1QipOmfn5pjF8H5AnydvmxnQD5TqLbFGM0oeHqrRdq=w800-h500-k-no,https://lh5.googleusercontent.com/p/AF1QipOmfn5pjF8H5AnydvmxnQD5TqLbFGM0oeHqrRdq=w1600-h1000-k-no,,"{""Monday"": ""12-8PM"", ""Tuesday"": ""12-8PM"", ""Wednesday"": ""12-8PM"", ""Thursday"": ""12-8PM"", ""Friday"": ""12-8PM"", ""Saturday"": ""12-8PM"", ""Sunday"": ""12-8PM""}",Monday:12-8PM|Tuesday:12-8PM|Wednesday:12-8PM|Thursday:12-8PM|Friday:12-8PM|Saturday:12-8PM|Sunday:12-8PM,,,OPERATIONAL,"{""Accessibility"": {""Wheelchair-accessible entrance"": true}, ""Children"": {""Good for kids"": true}}",,,,,,False,,Piscina Trives,,,,,,"https://www.google.com/maps/place/Piscina+Trives/@42.339044699999995,-7.2476885,14z/data=!4m8!1m2!2m1!1sPiscina+Trives!3m4!1s0xd3079a82b2aafa1:0xbf0246f58c68f92a!8m2!3d42.339044699999995!4d-7.2476885",ChIJoa8qK6h5MA0RKvlojPVGAr8,0xd3079a82b2aafa1:0xbf0246f58c68f92a,13763641431634278698,-4.683102642075273e+18,
"public swimming pool, 27334, Castroncelos, Galicia, ES",Piscina Municipal,http://piscina-municipal-indoor-swimming-pool.negocio.site/,"Swimming facility, Gymnastics center",Piscinas,Swimming facility,+34 982 40 26 46,"Rúa Sober, 6, 27400 Monforte de Lemos, Lugo",,"Rúa Sober, 6",Monforte de Lemos,27400.0,Lugo,,Spain,ES,42.5133934,-7.523924999999999,Europe/Madrid,,False,4.3,229.0,https://search.google.com/local/reviews?placeid=ChIJuUt2ldgTMA0RtK422J8CgCM&q=*&authuser=0&hl=en&gl=ES,,,7.0,5.0,33.0,51.0,133.0,95.0,https://lh5.googleusercontent.com/p/AF1QipMHyjvsd_ow45mmHRxOce5JaIREb-C0nxmyDb2A=w800-h500-k-no,https://lh5.googleusercontent.com/p/AF1QipMHyjvsd_ow45mmHRxOce5JaIREb-C0nxmyDb2A=w1600-h1000-k-no,,"{""Monday"": ""7:30AM-2PM,3-11PM"", ""Tuesday"": ""7:30AM-2PM,3-11PM"", ""Wednesday"": ""7:30AM-2PM,3-11PM"", ""Thursday"": ""7:30AM-2PM,3-11PM"", ""Friday"": ""7:30AM-2PM,3-11PM"", ""Saturday"": ""10AM-2PM,6-10PM"", ""Sunday"": ""10:30AM-2:30PM""}","Monday:7:30AM-2PM,3-11PM|Tuesday:7:30AM-2PM,3-11PM|Wednesday:7:30AM-2PM,3-11PM|Thursday:7:30AM-2PM,3-11PM|Friday:7:30AM-2PM,3-11PM|Saturday:10AM-2PM,6-10PM|Sunday:10:30AM-2:30PM",,,OPERATIONAL,"{""Accessibility"": {""Wheelchair-accessible car park"": true, ""Wheelchair-accessible entrance"": true, ""Wheelchair-accessible seating"": true, ""Wheelchair-accessible toilet"": true}}",,,https://lh5.googleusercontent.com/-Uy-ID3J2Wd4/AAAAAAAAAAI/AAAAAAAAAAA/uYjlXrWZitk/s44-p-k-no-ns-nd/photo.jpg,,,True,111980193531975599756,Piscina Municipal,https://www.google.com/maps/contrib/111980193531975599756,,,,,"https://www.google.com/maps/place/Piscina+Municipal/@42.5133934,-7.523924999999999,14z/data=!4m8!1m2!2m1!1sPiscina+Municipal!3m4!1s0xd3013d895764bb9:0x2380029fd836aeb4!8m2!3d42.5133934!4d-7.523924999999999",ChIJuUt2ldgTMA0RtK422J8CgCM,0xd3013d895764bb9:0x2380029fd836aeb4,2558047473896959668,2.5580474738969595e+18,
"public swimming pool, 27334, Castroncelos, Galicia, ES",Piscinas Municipales de Escairón,http://www.concellodosavinao.com/,Swimming pool,Piscina,Swimming pool,+34 982 45 20 61,"Rúa Paseo da Devesa, 11, 27540 Escairón, Lugo",,"Rúa Paseo da Devesa, 11",Escairón,27540.0,Lugo,,Spain,ES,42.58729,-7.64175,Europe/Madrid,,False,3.7,43.0,https://search.google.com/local/reviews?placeid=ChIJ5bpX_EIYMA0RTDTRA8ACnLU&q=*&authuser=0&hl=en&gl=ES,,,5.0,1.0,8.0,15.0,14.0,14.0,https://lh5.googleusercontent.com/p/AF1QipM-lPCJSBGaf2Fc6Q3A_tOPiXZhIWSctayvZycG=w800-h500-k-no,https://lh5.googleusercontent.com/p/AF1QipM-lPCJSBGaf2Fc6Q3A_tOPiXZhIWSctayvZycG=w1600-h1000-k-no,,,,,,OPERATIONAL,"{""Accessibility"": {""Wheelchair-accessible car park"": true, ""Wheelchair-accessible entrance"": true}}",,,,,,False,,Piscinas Municipales de Escairón,,,,,,"https://www.google.com/maps/place/Piscinas+Municipales+de+Escair%C3%B3n/@42.587289999999996,-7.64175,14z/data=!4m8!1m2!2m1!1sPiscinas+Municipales+de+Escair%C3%B3n!3m4!1s0xd301842fc57bae5:0xb59c02c003d1344c!8m2!3d42.587289999999996!4d-7.64175",ChIJ5bpX_EIYMA0RTDTRA8ACnLU,0xd301842fc57bae5:0xb59c02c003d1344c,13086337640952837196,-5.360406432756714e+18,
"public swimming pool, 27334, Castroncelos, Galicia, ES",Piscinas Municipales A Rúa,http://arua.es/,Public swimming pool,attractions,Public swimming pool,,"Rúa da Noria, 32350 A Rúa, Ourense",,Rúa da Noria,A Rúa,32350.0,Province of Ourense,,Spain,ES,42.3909775,-7.1169444,Europe/Madrid,,False,4.4,23.0,https://search.google.com/local/reviews?placeid=ChIJdRp-yqt_MA0RxcMETRyB9Fw&q=*&authuser=0&hl=en&gl=ES,,,1.0,1.0,0.0,6.0,15.0,14.0,https://lh5.googleusercontent.com/p/AF1QipOQJdkvEnzP_Do65F6sVn3Obc_2TncWduFaJL0_=w800-h500-k-no,https://lh5.googleusercontent.com/p/AF1QipOQJdkvEnzP_Do65F6sVn3Obc_2TncWduFaJL0_=w1600-h1000-k-no,,"{""Monday"": ""12-8PM"", ""Tuesday"": ""12-8PM"", ""Wednesday"": ""12-8PM"", ""Thursday"": ""12-8PM"", ""Friday"": ""12-8PM"", ""Saturday"": ""12-8PM"", ""Sunday"": ""12-8PM""}",Monday:12-8PM|Tuesday:12-8PM|Wednesday:12-8PM|Thursday:12-8PM|Friday:12-8PM|Saturday:12-8PM|Sunday:12-8PM,,,OPERATIONAL,"{""Children"": {""Good for kids"": true}}",,,,,,False,,Piscinas Municipales A Rúa,,,,,,"https://www.google.com/maps/place/Piscinas+Municipales+A+R%C3%BAa/@42.3909775,-7.1169443999999995,14z/data=!4m8!1m2!2m1!1sPiscinas+Municipales+A+R%C3%BAa!3m4!1s0xd307fabca7e1a75:0x5cf4811c4d04c3c5!8m2!3d42.3909775!4d-7.1169443999999995",ChIJdRp-yqt_MA0RxcMETRyB9Fw,0xd307fabca7e1a75:0x5cf4811c4d04c3c5,6698120504357995461,6.698120504357996e+18,
"public swimming pool, 27334, Castroncelos, Galicia, ES",Pías municipais,,Public swimming pool,attractions,Public swimming pool,,"27600 Sarria, Lugo",,,Sarria,27600.0,Lugo,,Spain,ES,42.7742294,-7.4118615,Europe/Madrid,,False,4.8,6.0,https://search.google.com/local/reviews?placeid=ChIJmRktS_VHMA0R82-3d7J76Dg&q=*&authuser=0&hl=en&gl=ES,,,0.0,0.0,0.0,1.0,5.0,1.0,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=YEik02kUxEGQVowy-wrbpQ&cb_client=search.gws-prod.gps&w=800&h=500&yaw=1.9372772&pitch=0&thumbfov=100,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=YEik02kUxEGQVowy-wrbpQ&cb_client=search.gws-prod.gps&w=1600&h=1000&yaw=1.9372772&pitch=0&thumbfov=100,,"{""Monday"": ""12-9PM"", ""Tuesday"": ""12-9PM"", ""Wednesday"": ""12-9PM"", ""Thursday"": ""12-9PM"", ""Friday"": ""12-9PM"", ""Saturday"": ""12-9PM"", ""Sunday"": ""12-9PM""}",Monday:12-9PM|Tuesday:12-9PM|Wednesday:12-9PM|Thursday:12-9PM|Friday:12-9PM|Saturday:12-9PM|Sunday:12-9PM,,,OPERATIONAL,"{""Accessibility"": {""Wheelchair-accessible entrance"": true}, ""Children"": {""Good for kids"": true}}",,,,,,False,,Pías municipais,,,,,,"https://www.google.com/maps/place/P%C3%ADas+municipais/@42.774229399999996,-7.4118615,14z/data=!4m8!1m2!2m1!1sP%C3%ADas+municipais!3m4!1s0xd3047f54b2d1999:0x38e87bb277b76ff3!8m2!3d42.774229399999996!4d-7.4118615",ChIJmRktS_VHMA0R82-3d7J76Dg,0xd3047f54b2d1999:0x38e87bb277b76ff3,4100663467163742195,4.100663467163742e+18,
"public swimming pool, 27334, Castroncelos, Galicia, ES",Piscina natural do Castro,,Outdoor swimming pool,Piscina al aire libre,Outdoor swimming pool,,"15576, A Coruña",,,ES,15576.0,A Coruña,,Spain,ES,43.4939007,-8.0611903,Europe/Madrid,,False,4.3,4.0,https://search.google.com/local/reviews?placeid=ChIJ5ela1BQLLg0RdvVb0B3vgD4&q=*&authuser=0&hl=en&gl=ES,,,0.0,0.0,0.0,3.0,1.0,12.0,https://lh5.googleusercontent.com/p/AF1QipNVS3AZD91GlTxOhNFZyiHMEVVcbyfqddbQmt3M=w800-h500-k-no,https://lh5.googleusercontent.com/p/AF1QipNVS3AZD91GlTxOhNFZyiHMEVVcbyfqddbQmt3M=w1600-h1000-k-no,,,,,,OPERATIONAL,{},,,,,,False,,Piscina natural do Castro,,,,,,"https://www.google.com/maps/place/Piscina+natural+do+Castro/@43.4939007,-8.0611903,14z/data=!4m8!1m2!2m1!1sPiscina+natural+do+Castro!3m4!1s0xd2e0b14d45ae9e5:0x3e80ef1dd05bf576!8m2!3d43.4939007!4d-8.0611903",ChIJ5ela1BQLLg0RdvVb0B3vgD4,0xd2e0b14d45ae9e5:0x3e80ef1dd05bf576,4503862538699273590,4.5038625386992737e+18,
"public swimming pool, 27334, Castroncelos, Galicia, ES",Piscina Municipal Cubierta,https://www.cdssarria.com/,Indoor swimming pool,Piscina cubierta,Indoor swimming pool,+34 638 06 71 01,"Praza de Galicia, 12, 27619 Sarria, Lugo",,"Praza de Galicia, 12",Sarria,27619.0,Lugo,,Spain,ES,42.773117,-7.408793399999999,Europe/Madrid,,False,3.8,80.0,https://search.google.com/local/reviews?placeid=ChIJe05cpdtHMA0R-FaxZcT-Wgc&q=*&authuser=0&hl=en&gl=ES,,,16.0,1.0,9.0,13.0,41.0,18.0,https://lh5.googleusercontent.com/p/AF1QipNyejoHmcoENLzXExtF2qzPh75WFJLRfRZ0Eiyo=w800-h500-k-no,https://lh5.googleusercontent.com/p/AF1QipNyejoHmcoENLzXExtF2qzPh75WFJLRfRZ0Eiyo=w1600-h1000-k-no,,"{""Monday"": ""7:30AM-12:30PM,4-10PM"", ""Tuesday"": ""7:30AM-12:30PM,4-10PM"", ""Wednesday"": ""7:30AM-12:30PM,4-10PM"", ""Thursday"": ""7:30AM-12:30PM,4-10PM"", ""Friday"": ""7:30AM-12:30PM,4-10PM"", ""Saturday"": ""9AM-2PM,4:30-9PM"", ""Sunday"": ""9AM-2PM""}","Monday:7:30AM-12:30PM,4-10PM|Tuesday:7:30AM-12:30PM,4-10PM|Wednesday:7:30AM-12:30PM,4-10PM|Thursday:7:30AM-12:30PM,4-10PM|Friday:7:30AM-12:30PM,4-10PM|Saturday:9AM-2PM,4:30-9PM|Sunday:9AM-2PM",,,OPERATIONAL,"{""Accessibility"": {""Wheelchair-accessible car park"": true, ""Wheelchair-accessible entrance"": true}}",,,https://lh6.googleusercontent.com/-SFOPdEkZ2t0/AAAAAAAAAAI/AAAAAAAAAAA/ZOXOjjyRujQ/s44-p-k-no-ns-nd/photo.jpg,,,True,111120643974843750714,Piscina Municipal Cubierta,https://www.google.com/maps/contrib/111120643974843750714,,,,,"https://www.google.com/maps/place/Piscina+Municipal+Cubierta/@42.773117,-7.4087933999999995,14z/data=!4m8!1m2!2m1!1sPiscina+Municipal+Cubierta!3m4!1s0xd3047dba55c4e7b:0x75afec465b156f8!8m2!3d42.773117!4d-7.4087933999999995",ChIJe05cpdtHMA0R-FaxZcT-Wgc,0xd3047dba55c4e7b:0x75afec465b156f8,530016025642620664,5.300160256426207e+17,
